id,title,subtitle,type,region,country,location,fit,status,posted,checked,notes,source,url
1,United Nations Secretariat,UN & Multilateral,UN & Multilateral,Global,"New York, USA",,High,Not Available,,2026-07-20,ICT Manager | Enterprise Architect | Digital Transformation | Programme Technology | Data & Analytics,,https://careers.un.org/
366,Palladium,Career and project search,International NGOs,Global,Multiple,,Medium,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Palladium%22+careers+jobs+digital+transformation+ICT
367,Abt Global,Career and project search,International NGOs,Global,Multiple,,Medium,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Abt+Global%22+careers+jobs+digital+transformation+ICT
368,RTI International,Career and project search,International NGOs,Global,Multiple,,Medium,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22RTI+International%22+careers+jobs+digital+transformation+ICT
369,Jhpiego,Career and project search,International NGOs,Global,Multiple,,Medium,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Jhpiego%22+careers+jobs+digital+transformation+ICT
370,Management Sciences for Health,Career and project search,International NGOs,Global,Multiple,,Medium,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Management+Sciences+for+Health%22+careers+jobs+digital+transformation+ICT
371,Population Services International,Career and project search,International NGOs,Global,Multiple,,Medium,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Population+Services+International%22+careers+jobs+digital+transformation+ICT
372,IntraHealth International,Career and project search,International NGOs,Global,Multiple,,Medium,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22IntraHealth+International%22+careers+jobs+digital+transformation+ICT
373,Clinton Health Access Initiative,Career and project search,International NGOs,Global,Multiple,,Medium,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Clinton+Health+Access+Initiative%22+careers+jobs+digital+transformation+ICT
374,VillageReach,Career and project search,International NGOs,Global,Multiple,,Medium,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22VillageReach%22+careers+jobs+digital+transformation+ICT
375,Last Mile Health,Career and project search,International NGOs,Global,Multiple,,Medium,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Last+Mile+Health%22+careers+jobs+digital+transformation+ICT
376,Amref Health Africa,Career and project search,International NGOs,Global,Multiple,,Medium,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Amref+Health+Africa%22+careers+jobs+digital+transformation+ICT
377,Living Goods,Career and project search,International NGOs,Global,Multiple,,Medium,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Living+Goods%22+careers+jobs+digital+transformation+ICT
378,BRAC International,Career and project search,International NGOs,Global,Multiple,,Medium,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22BRAC+International%22+careers+jobs+digital+transformation+ICT
379,Aga Khan Foundation,Career and project search,International NGOs,Global,Multiple,,Medium,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Aga+Khan+Foundation%22+careers+jobs+digital+transformation+ICT
380,Aga Khan Health Services,Career and project search,International NGOs,Global,Multiple,,Medium,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Aga+Khan+Health+Services%22+careers+jobs+digital+transformation+ICT
381,ICAP at Columbia University,Career and project search,International NGOs,Global,Multiple,,Medium,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22ICAP+at+Columbia+University%22+careers+jobs+digital+transformation+ICT
382,Elizabeth Glaser Pediatric AIDS Foundation,Career and project search,International NGOs,Global,Multiple,,Medium,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Elizabeth+Glaser+Pediatric+AIDS+Foundation%22+careers+jobs+digital+transformation+ICT
383,EngenderHealth,Career and project search,International NGOs,Global,Multiple,,Medium,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22EngenderHealth%22+careers+jobs+digital+transformation+ICT
384,Helen Keller Intl,Career and project search,International NGOs,Global,Multiple,,Medium,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Helen+Keller+Intl%22+careers+jobs+digital+transformation+ICT
385,Project HOPE,Career and project search,International NGOs,Global,Multiple,,Medium,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Project+HOPE%22+careers+jobs+digital+transformation+ICT
386,Relief International,Career and project search,International NGOs,Global,Multiple,,Medium,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Relief+International%22+careers+jobs+digital+transformation+ICT
387,Concern Worldwide,Career and project search,International NGOs,Global,Multiple,,Medium,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Concern+Worldwide%22+careers+jobs+digital+transformation+ICT
388,Action Against Hunger,Career and project search,International NGOs,Global,Multiple,,Medium,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Action+Against+Hunger%22+careers+jobs+digital+transformation+ICT
389,Oxfam International,Career and project search,International NGOs,Global,Multiple,,Medium,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Oxfam+International%22+careers+jobs+digital+transformation+ICT
390,Islamic Relief Worldwide,Career and project search,International NGOs,Global,Multiple,,Medium,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Islamic+Relief+Worldwide%22+careers+jobs+digital+transformation+ICT
391,Global Communities,Career and project search,International NGOs,Global,Multiple,,Medium,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Global+Communities%22+careers+jobs+digital+transformation+ICT
392,TechnoServe,Career and project search,International NGOs,Global,Multiple,,Medium,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22TechnoServe%22+careers+jobs+digital+transformation+ICT
393,One Acre Fund,Career and project search,International NGOs,Global,Multiple,,Medium,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22One+Acre+Fund%22+careers+jobs+digital+transformation+ICT
394,Practical Action,Career and project search,International NGOs,Global,Multiple,,Medium,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Practical+Action%22+careers+jobs+digital+transformation+ICT
395,SNV,Career and project search,International NGOs,Global,Multiple,,Medium,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22SNV%22+careers+jobs+digital+transformation+ICT
396,GIZ,Career and project search,International NGOs,Global,Multiple,,Medium,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22GIZ%22+careers+jobs+digital+transformation+ICT
397,British Council,Career and project search,International NGOs,Global,Multiple,,Medium,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22British+Council%22+careers+jobs+digital+transformation+ICT
398,DAAD,Career and project search,International NGOs,Global,Multiple,,Medium,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22DAAD%22+careers+jobs+digital+transformation+ICT
399,Expertise France,Career and project search,International NGOs,Global,Multiple,,Medium,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Expertise+France%22+careers+jobs+digital+transformation+ICT
400,Enabel,Career and project search,International NGOs,Global,Multiple,,Medium,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Enabel%22+careers+jobs+digital+transformation+ICT
401,Microsoft,Career and project search,Technology & Cloud,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Microsoft%22+careers+jobs+digital+transformation+ICT
402,Google,Career and project search,Technology & Cloud,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Google%22+careers+jobs+digital+transformation+ICT
403,Amazon Web Services,Career and project search,Technology & Cloud,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Amazon+Web+Services%22+careers+jobs+digital+transformation+ICT
404,Oracle,Career and project search,Technology & Cloud,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Oracle%22+careers+jobs+digital+transformation+ICT
405,SAP,Career and project search,Technology & Cloud,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22SAP%22+careers+jobs+digital+transformation+ICT
406,IBM,Career and project search,Technology & Cloud,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22IBM%22+careers+jobs+digital+transformation+ICT
407,Cisco,Career and project search,Technology & Cloud,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Cisco%22+careers+jobs+digital+transformation+ICT
408,Hewlett Packard Enterprise,Career and project search,Technology & Cloud,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Hewlett+Packard+Enterprise%22+careers+jobs+digital+transformation+ICT
409,Dell Technologies,Career and project search,Technology & Cloud,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Dell+Technologies%22+careers+jobs+digital+transformation+ICT
410,Red Hat,Career and project search,Technology & Cloud,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Red+Hat%22+careers+jobs+digital+transformation+ICT
411,Canonical,Career and project search,Technology & Cloud,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Canonical%22+careers+jobs+digital+transformation+ICT
412,VMware by Broadcom,Career and project search,Technology & Cloud,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22VMware+by+Broadcom%22+careers+jobs+digital+transformation+ICT
413,Salesforce,Career and project search,Technology & Cloud,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Salesforce%22+careers+jobs+digital+transformation+ICT
414,ServiceNow,Career and project search,Technology & Cloud,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22ServiceNow%22+careers+jobs+digital+transformation+ICT
415,Snowflake,Career and project search,Technology & Cloud,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Snowflake%22+careers+jobs+digital+transformation+ICT
416,Databricks,Career and project search,Technology & Cloud,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Databricks%22+careers+jobs+digital+transformation+ICT
417,Palantir,Career and project search,Technology & Cloud,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Palantir%22+careers+jobs+digital+transformation+ICT
418,Cloudflare,Career and project search,Technology & Cloud,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Cloudflare%22+careers+jobs+digital+transformation+ICT
419,Elastic,Career and project search,Technology & Cloud,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Elastic%22+careers+jobs+digital+transformation+ICT
420,GitLab,Career and project search,Technology & Cloud,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22GitLab%22+careers+jobs+digital+transformation+ICT
421,Atlassian,Career and project search,Technology & Cloud,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Atlassian%22+careers+jobs+digital+transformation+ICT
422,MongoDB,Career and project search,Technology & Cloud,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22MongoDB%22+careers+jobs+digital+transformation+ICT
423,Confluent,Career and project search,Technology & Cloud,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Confluent%22+careers+jobs+digital+transformation+ICT
424,HashiCorp,Career and project search,Technology & Cloud,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22HashiCorp%22+careers+jobs+digital+transformation+ICT
425,Nutanix,Career and project search,Technology & Cloud,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Nutanix%22+careers+jobs+digital+transformation+ICT
426,Fortinet,Career and project search,Technology & Cloud,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Fortinet%22+careers+jobs+digital+transformation+ICT
427,Palo Alto Networks,Career and project search,Technology & Cloud,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Palo+Alto+Networks%22+careers+jobs+digital+transformation+ICT
428,CrowdStrike,Career and project search,Technology & Cloud,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22CrowdStrike%22+careers+jobs+digital+transformation+ICT
429,Trend Micro,Career and project search,Technology & Cloud,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Trend+Micro%22+careers+jobs+digital+transformation+ICT
430,Check Point Software,Career and project search,Technology & Cloud,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Check+Point+Software%22+careers+jobs+digital+transformation+ICT
431,Zscaler,Career and project search,Technology & Cloud,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Zscaler%22+careers+jobs+digital+transformation+ICT
432,Splunk,Career and project search,Technology & Cloud,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Splunk%22+careers+jobs+digital+transformation+ICT
433,Dynatrace,Career and project search,Technology & Cloud,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Dynatrace%22+careers+jobs+digital+transformation+ICT
434,UiPath,Career and project search,Technology & Cloud,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22UiPath%22+careers+jobs+digital+transformation+ICT
435,Automation Anywhere,Career and project search,Technology & Cloud,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Automation+Anywhere%22+careers+jobs+digital+transformation+ICT
436,MuleSoft,Career and project search,Technology & Cloud,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22MuleSoft%22+careers+jobs+digital+transformation+ICT
437,Boomi,Career and project search,Technology & Cloud,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Boomi%22+careers+jobs+digital+transformation+ICT
438,Informatica,Career and project search,Technology & Cloud,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Informatica%22+careers+jobs+digital+transformation+ICT
439,SAS,Career and project search,Technology & Cloud,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22SAS%22+careers+jobs+digital+transformation+ICT
440,Teradata,Career and project search,Technology & Cloud,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Teradata%22+careers+jobs+digital+transformation+ICT
441,Tableau,Career and project search,Technology & Cloud,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Tableau%22+careers+jobs+digital+transformation+ICT
442,Qlik,Career and project search,Technology & Cloud,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Qlik%22+careers+jobs+digital+transformation+ICT
443,Huawei,Career and project search,Technology & Cloud,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Huawei%22+careers+jobs+digital+transformation+ICT
444,Ericsson,Career and project search,Technology & Cloud,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Ericsson%22+careers+jobs+digital+transformation+ICT
445,Nokia,Career and project search,Technology & Cloud,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Nokia%22+careers+jobs+digital+transformation+ICT
446,NTT DATA,Career and project search,Technology & Cloud,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22NTT+DATA%22+careers+jobs+digital+transformation+ICT
447,DXC Technology,Career and project search,Technology & Cloud,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22DXC+Technology%22+careers+jobs+digital+transformation+ICT
448,Accenture,Career and project search,Technology & Cloud,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Accenture%22+careers+jobs+digital+transformation+ICT
449,Capgemini,Career and project search,Technology & Cloud,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Capgemini%22+careers+jobs+digital+transformation+ICT
450,Cognizant,Career and project search,Technology & Cloud,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Cognizant%22+careers+jobs+digital+transformation+ICT
451,Infosys,Career and project search,Technology & Cloud,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Infosys%22+careers+jobs+digital+transformation+ICT
452,Tata Consultancy Services,Career and project search,Technology & Cloud,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Tata+Consultancy+Services%22+careers+jobs+digital+transformation+ICT
453,Wipro,Career and project search,Technology & Cloud,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Wipro%22+careers+jobs+digital+transformation+ICT
454,Tech Mahindra,Career and project search,Technology & Cloud,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Tech+Mahindra%22+careers+jobs+digital+transformation+ICT
455,PwC Technology,Career and project search,Technology & Cloud,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22PwC+Technology%22+careers+jobs+digital+transformation+ICT
456,Deloitte Technology,Career and project search,Technology & Cloud,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Deloitte+Technology%22+careers+jobs+digital+transformation+ICT
457,EY Technology Consulting,Career and project search,Technology & Cloud,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22EY+Technology+Consulting%22+careers+jobs+digital+transformation+ICT
458,KPMG Technology Consulting,Career and project search,Technology & Cloud,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22KPMG+Technology+Consulting%22+careers+jobs+digital+transformation+ICT
459,Booz Allen Hamilton,Career and project search,Technology & Cloud,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Booz+Allen+Hamilton%22+careers+jobs+digital+transformation+ICT
460,CGI,Career and project search,Technology & Cloud,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22CGI%22+careers+jobs+digital+transformation+ICT
461,EPAM Systems,Career and project search,Technology & Cloud,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22EPAM+Systems%22+careers+jobs+digital+transformation+ICT
462,Globant,Career and project search,Technology & Cloud,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Globant%22+careers+jobs+digital+transformation+ICT
463,Thoughtworks,Career and project search,Technology & Cloud,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Thoughtworks%22+careers+jobs+digital+transformation+ICT
464,Nagarro,Career and project search,Technology & Cloud,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Nagarro%22+careers+jobs+digital+transformation+ICT
465,Endava,Career and project search,Technology & Cloud,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Endava%22+careers+jobs+digital+transformation+ICT
466,Publicis Sapient,Career and project search,Technology & Cloud,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Publicis+Sapient%22+careers+jobs+digital+transformation+ICT
467,Slalom,Career and project search,Technology & Cloud,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Slalom%22+careers+jobs+digital+transformation+ICT
468,Devoteam,Career and project search,Technology & Cloud,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Devoteam%22+careers+jobs+digital+transformation+ICT
469,Orange Business,Career and project search,Technology & Cloud,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Orange+Business%22+careers+jobs+digital+transformation+ICT
470,e& enterprise,Career and project search,Technology & Cloud,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22e%26+enterprise%22+careers+jobs+digital+transformation+ICT
471,Vodafone Group,Career and project search,Telecom & Digital Infrastructure,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Vodafone+Group%22+careers+jobs+digital+transformation+ICT
472,Vodafone Egypt,Career and project search,Telecom & Digital Infrastructure,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Vodafone+Egypt%22+careers+jobs+digital+transformation+ICT
473,Vodacom,Career and project search,Telecom & Digital Infrastructure,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Vodacom%22+careers+jobs+digital+transformation+ICT
474,MTN Group,Career and project search,Telecom & Digital Infrastructure,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22MTN+Group%22+careers+jobs+digital+transformation+ICT
475,Orange Egypt,Career and project search,Telecom & Digital Infrastructure,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Orange+Egypt%22+careers+jobs+digital+transformation+ICT
476,Orange Middle East and Africa,Career and project search,Telecom & Digital Infrastructure,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Orange+Middle+East+and+Africa%22+careers+jobs+digital+transformation+ICT
477,Etisalat by e&,Career and project search,Telecom & Digital Infrastructure,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Etisalat+by+e%26%22+careers+jobs+digital+transformation+ICT
478,stc Group,Career and project search,Telecom & Digital Infrastructure,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22stc+Group%22+careers+jobs+digital+transformation+ICT
479,Mobily,Career and project search,Telecom & Digital Infrastructure,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Mobily%22+careers+jobs+digital+transformation+ICT
480,Zain Group,Career and project search,Telecom & Digital Infrastructure,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Zain+Group%22+careers+jobs+digital+transformation+ICT
481,Ooredoo Group,Career and project search,Telecom & Digital Infrastructure,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22Ooredoo+Group%22+careers+jobs+digital+transformation+ICT
482,du,Career and project search,Telecom & Digital Infrastructure,Global,Multiple,,High,Monitoring,,2026-07-20,"Search current jobs, consulting assignments, tenders and technology programmes.",,https://www.google.com/search?q=%22du%22+careers+jobs+digital+transformation+ICT
