id,title,subtitle,type,region,country,location,fit,status,posted,checked,notes,source,url
1,Pfizer,Global Pharmaceuticals,Global Pharmaceuticals,Global,"New York, USA",,Medium,Not Available,,2026-07-20,Enterprise Architecture | Digital Transformation | ERP & Manufacturing Systems | Data & Analytics | IT Governance,,https://www.pfizer.com/about/careers
336,Octapharma,Health-sector employer search,Pharmaceutical & Biotech,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Octapharma%22+careers+digital+health+IT+data+jobs
337,BeiGene,Health-sector employer search,Pharmaceutical & Biotech,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22BeiGene%22+careers+digital+health+IT+data+jobs
338,Moderna,Health-sector employer search,Pharmaceutical & Biotech,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Moderna%22+careers+digital+health+IT+data+jobs
339,BioNTech,Health-sector employer search,Pharmaceutical & Biotech,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22BioNTech%22+careers+digital+health+IT+data+jobs
340,Alnylam Pharmaceuticals,Health-sector employer search,Pharmaceutical & Biotech,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Alnylam+Pharmaceuticals%22+careers+digital+health+IT+data+jobs
341,Incyte,Health-sector employer search,Pharmaceutical & Biotech,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Incyte%22+careers+digital+health+IT+data+jobs
342,Jazz Pharmaceuticals,Health-sector employer search,Pharmaceutical & Biotech,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Jazz+Pharmaceuticals%22+careers+digital+health+IT+data+jobs
343,Alexion AstraZeneca Rare Disease,Health-sector employer search,Pharmaceutical & Biotech,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Alexion+AstraZeneca+Rare+Disease%22+careers+digital+health+IT+data+jobs
344,Galderma,Health-sector employer search,Pharmaceutical & Biotech,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Galderma%22+careers+digital+health+IT+data+jobs
345,Ferring Pharmaceuticals,Health-sector employer search,Pharmaceutical & Biotech,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Ferring+Pharmaceuticals%22+careers+digital+health+IT+data+jobs
346,Pierre Fabre,Health-sector employer search,Pharmaceutical & Biotech,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Pierre+Fabre%22+careers+digital+health+IT+data+jobs
347,Recordati,Health-sector employer search,Pharmaceutical & Biotech,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Recordati%22+careers+digital+health+IT+data+jobs
348,Menarini,Health-sector employer search,Pharmaceutical & Biotech,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Menarini%22+careers+digital+health+IT+data+jobs
349,Hikma Pharmaceuticals,Health-sector employer search,Pharmaceutical & Biotech,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Hikma+Pharmaceuticals%22+careers+digital+health+IT+data+jobs
350,Jamjoom Pharma,Health-sector employer search,Pharmaceutical & Biotech,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Jamjoom+Pharma%22+careers+digital+health+IT+data+jobs
351,SPIMACO,Health-sector employer search,Pharmaceutical & Biotech,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22SPIMACO%22+careers+digital+health+IT+data+jobs
352,Tabuk Pharmaceuticals,Health-sector employer search,Pharmaceutical & Biotech,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Tabuk+Pharmaceuticals%22+careers+digital+health+IT+data+jobs
353,Julphar,Health-sector employer search,Pharmaceutical & Biotech,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Julphar%22+careers+digital+health+IT+data+jobs
354,Neopharma,Health-sector employer search,Pharmaceutical & Biotech,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Neopharma%22+careers+digital+health+IT+data+jobs
355,Globalpharma,Health-sector employer search,Pharmaceutical & Biotech,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Globalpharma%22+careers+digital+health+IT+data+jobs
356,Pharco Pharmaceuticals,Health-sector employer search,Pharmaceutical & Biotech,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Pharco+Pharmaceuticals%22+careers+digital+health+IT+data+jobs
357,EVA Pharma,Health-sector employer search,Pharmaceutical & Biotech,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22EVA+Pharma%22+careers+digital+health+IT+data+jobs
358,Rameda,Health-sector employer search,Pharmaceutical & Biotech,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Rameda%22+careers+digital+health+IT+data+jobs
359,Minapharm Pharmaceuticals,Health-sector employer search,Pharmaceutical & Biotech,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Minapharm+Pharmaceuticals%22+careers+digital+health+IT+data+jobs
360,Marcyrl Pharmaceutical Industries,Health-sector employer search,Pharmaceutical & Biotech,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Marcyrl+Pharmaceutical+Industries%22+careers+digital+health+IT+data+jobs
361,SEDICO,Health-sector employer search,Pharmaceutical & Biotech,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22SEDICO%22+careers+digital+health+IT+data+jobs
362,Amoun Pharmaceutical,Health-sector employer search,Pharmaceutical & Biotech,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Amoun+Pharmaceutical%22+careers+digital+health+IT+data+jobs
363,Medical Union Pharmaceuticals,Health-sector employer search,Pharmaceutical & Biotech,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Medical+Union+Pharmaceuticals%22+careers+digital+health+IT+data+jobs
364,Future Pharmaceutical Industries,Health-sector employer search,Pharmaceutical & Biotech,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Future+Pharmaceutical+Industries%22+careers+digital+health+IT+data+jobs
365,Mash Premiere,Health-sector employer search,Pharmaceutical & Biotech,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Mash+Premiere%22+careers+digital+health+IT+data+jobs
366,AUG Pharma,Health-sector employer search,Pharmaceutical & Biotech,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22AUG+Pharma%22+careers+digital+health+IT+data+jobs
367,DBK Pharma,Health-sector employer search,Pharmaceutical & Biotech,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22DBK+Pharma%22+careers+digital+health+IT+data+jobs
368,October Pharma,Health-sector employer search,Pharmaceutical & Biotech,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22October+Pharma%22+careers+digital+health+IT+data+jobs
369,SAJA Pharmaceuticals,Health-sector employer search,Pharmaceutical & Biotech,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22SAJA+Pharmaceuticals%22+careers+digital+health+IT+data+jobs
370,Acino,Health-sector employer search,Pharmaceutical & Biotech,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Acino%22+careers+digital+health+IT+data+jobs
371,Aspen Pharmacare,Health-sector employer search,Pharmaceutical & Biotech,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Aspen+Pharmacare%22+careers+digital+health+IT+data+jobs
372,Adcock Ingram,Health-sector employer search,Pharmaceutical & Biotech,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Adcock+Ingram%22+careers+digital+health+IT+data+jobs
373,Cipla South Africa,Health-sector employer search,Pharmaceutical & Biotech,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Cipla+South+Africa%22+careers+digital+health+IT+data+jobs
374,Dr. Reddy’s Laboratories,Health-sector employer search,Pharmaceutical & Biotech,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Dr.+Reddy%E2%80%99s+Laboratories%22+careers+digital+health+IT+data+jobs
375,Sun Pharma,Health-sector employer search,Pharmaceutical & Biotech,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Sun+Pharma%22+careers+digital+health+IT+data+jobs
376,Lupin,Health-sector employer search,Pharmaceutical & Biotech,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Lupin%22+careers+digital+health+IT+data+jobs
377,Zydus Lifesciences,Health-sector employer search,Pharmaceutical & Biotech,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Zydus+Lifesciences%22+careers+digital+health+IT+data+jobs
378,Torrent Pharmaceuticals,Health-sector employer search,Pharmaceutical & Biotech,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Torrent+Pharmaceuticals%22+careers+digital+health+IT+data+jobs
379,Intas Pharmaceuticals,Health-sector employer search,Pharmaceutical & Biotech,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Intas+Pharmaceuticals%22+careers+digital+health+IT+data+jobs
380,Medtronic,Health-sector employer search,MedTech & Diagnostics,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Medtronic%22+careers+digital+health+IT+data+jobs
381,Siemens Healthineers,Health-sector employer search,MedTech & Diagnostics,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Siemens+Healthineers%22+careers+digital+health+IT+data+jobs
382,GE HealthCare,Health-sector employer search,MedTech & Diagnostics,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22GE+HealthCare%22+careers+digital+health+IT+data+jobs
383,Philips Healthcare,Health-sector employer search,MedTech & Diagnostics,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Philips+Healthcare%22+careers+digital+health+IT+data+jobs
384,Abbott,Health-sector employer search,MedTech & Diagnostics,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Abbott%22+careers+digital+health+IT+data+jobs
385,BD,Health-sector employer search,MedTech & Diagnostics,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22BD%22+careers+digital+health+IT+data+jobs
386,Boston Scientific,Health-sector employer search,MedTech & Diagnostics,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Boston+Scientific%22+careers+digital+health+IT+data+jobs
387,Stryker,Health-sector employer search,MedTech & Diagnostics,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Stryker%22+careers+digital+health+IT+data+jobs
388,Zimmer Biomet,Health-sector employer search,MedTech & Diagnostics,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Zimmer+Biomet%22+careers+digital+health+IT+data+jobs
389,Baxter,Health-sector employer search,MedTech & Diagnostics,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Baxter%22+careers+digital+health+IT+data+jobs
390,Becton Dickinson,Health-sector employer search,MedTech & Diagnostics,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Becton+Dickinson%22+careers+digital+health+IT+data+jobs
391,Danaher,Health-sector employer search,MedTech & Diagnostics,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Danaher%22+careers+digital+health+IT+data+jobs
392,Thermo Fisher Scientific,Health-sector employer search,MedTech & Diagnostics,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Thermo+Fisher+Scientific%22+careers+digital+health+IT+data+jobs
393,Agilent Technologies,Health-sector employer search,MedTech & Diagnostics,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Agilent+Technologies%22+careers+digital+health+IT+data+jobs
394,Bio-Rad Laboratories,Health-sector employer search,MedTech & Diagnostics,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Bio-Rad+Laboratories%22+careers+digital+health+IT+data+jobs
395,Illumina,Health-sector employer search,MedTech & Diagnostics,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Illumina%22+careers+digital+health+IT+data+jobs
396,QIAGEN,Health-sector employer search,MedTech & Diagnostics,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22QIAGEN%22+careers+digital+health+IT+data+jobs
397,bioMérieux,Health-sector employer search,MedTech & Diagnostics,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22bioM%C3%A9rieux%22+careers+digital+health+IT+data+jobs
398,Sysmex,Health-sector employer search,MedTech & Diagnostics,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Sysmex%22+careers+digital+health+IT+data+jobs
399,Roche Diagnostics,Health-sector employer search,MedTech & Diagnostics,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Roche+Diagnostics%22+careers+digital+health+IT+data+jobs
400,Beckman Coulter,Health-sector employer search,MedTech & Diagnostics,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Beckman+Coulter%22+careers+digital+health+IT+data+jobs
401,Mindray,Health-sector employer search,MedTech & Diagnostics,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Mindray%22+careers+digital+health+IT+data+jobs
402,Fujifilm Healthcare,Health-sector employer search,MedTech & Diagnostics,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Fujifilm+Healthcare%22+careers+digital+health+IT+data+jobs
403,Canon Medical Systems,Health-sector employer search,MedTech & Diagnostics,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Canon+Medical+Systems%22+careers+digital+health+IT+data+jobs
404,Olympus Medical,Health-sector employer search,MedTech & Diagnostics,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Olympus+Medical%22+careers+digital+health+IT+data+jobs
405,Dräger,Health-sector employer search,MedTech & Diagnostics,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Dr%C3%A4ger%22+careers+digital+health+IT+data+jobs
406,Getinge,Health-sector employer search,MedTech & Diagnostics,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Getinge%22+careers+digital+health+IT+data+jobs
407,ResMed,Health-sector employer search,MedTech & Diagnostics,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22ResMed%22+careers+digital+health+IT+data+jobs
408,Masimo,Health-sector employer search,MedTech & Diagnostics,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Masimo%22+careers+digital+health+IT+data+jobs
409,Edwards Lifesciences,Health-sector employer search,MedTech & Diagnostics,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Edwards+Lifesciences%22+careers+digital+health+IT+data+jobs
410,Intuitive Surgical,Health-sector employer search,MedTech & Diagnostics,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Intuitive+Surgical%22+careers+digital+health+IT+data+jobs
411,Alcon,Health-sector employer search,MedTech & Diagnostics,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Alcon%22+careers+digital+health+IT+data+jobs
412,CooperCompanies,Health-sector employer search,MedTech & Diagnostics,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22CooperCompanies%22+careers+digital+health+IT+data+jobs
413,Hologic,Health-sector employer search,MedTech & Diagnostics,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Hologic%22+careers+digital+health+IT+data+jobs
414,Dexcom,Health-sector employer search,MedTech & Diagnostics,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Dexcom%22+careers+digital+health+IT+data+jobs
415,Insulet,Health-sector employer search,MedTech & Diagnostics,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Insulet%22+careers+digital+health+IT+data+jobs
416,Align Technology,Health-sector employer search,MedTech & Diagnostics,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Align+Technology%22+careers+digital+health+IT+data+jobs
417,Straumann Group,Health-sector employer search,MedTech & Diagnostics,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Straumann+Group%22+careers+digital+health+IT+data+jobs
418,Dentsply Sirona,Health-sector employer search,MedTech & Diagnostics,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Dentsply+Sirona%22+careers+digital+health+IT+data+jobs
419,Envista,Health-sector employer search,MedTech & Diagnostics,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Envista%22+careers+digital+health+IT+data+jobs
420,Karl Storz,Health-sector employer search,MedTech & Diagnostics,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Karl+Storz%22+careers+digital+health+IT+data+jobs
421,Smith+Nephew,Health-sector employer search,MedTech & Diagnostics,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Smith%2BNephew%22+careers+digital+health+IT+data+jobs
422,Terumo,Health-sector employer search,MedTech & Diagnostics,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Terumo%22+careers+digital+health+IT+data+jobs
423,Fresenius Medical Care,Health-sector employer search,MedTech & Diagnostics,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Fresenius+Medical+Care%22+careers+digital+health+IT+data+jobs
424,Fresenius Kabi,Health-sector employer search,MedTech & Diagnostics,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Fresenius+Kabi%22+careers+digital+health+IT+data+jobs
425,Nipro,Health-sector employer search,MedTech & Diagnostics,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Nipro%22+careers+digital+health+IT+data+jobs
426,B. Braun,Health-sector employer search,MedTech & Diagnostics,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22B.+Braun%22+careers+digital+health+IT+data+jobs
427,Arjo,Health-sector employer search,MedTech & Diagnostics,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Arjo%22+careers+digital+health+IT+data+jobs
428,Hillrom,Health-sector employer search,MedTech & Diagnostics,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Hillrom%22+careers+digital+health+IT+data+jobs
429,Elekta,Health-sector employer search,MedTech & Diagnostics,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Elekta%22+careers+digital+health+IT+data+jobs
430,Varian Medical Systems,Health-sector employer search,MedTech & Diagnostics,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Varian+Medical+Systems%22+careers+digital+health+IT+data+jobs
431,IBA,Health-sector employer search,MedTech & Diagnostics,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22IBA%22+careers+digital+health+IT+data+jobs
432,Sectra,Health-sector employer search,MedTech & Diagnostics,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Sectra%22+careers+digital+health+IT+data+jobs
433,Dedalus,Health-sector employer search,MedTech & Diagnostics,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Dedalus%22+careers+digital+health+IT+data+jobs
434,InterSystems HealthShare,Health-sector employer search,MedTech & Diagnostics,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22InterSystems+HealthShare%22+careers+digital+health+IT+data+jobs
435,Oracle Health,Health-sector employer search,MedTech & Diagnostics,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Oracle+Health%22+careers+digital+health+IT+data+jobs
436,Epic Systems,Health-sector employer search,MedTech & Diagnostics,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Epic+Systems%22+careers+digital+health+IT+data+jobs
437,MEDITECH,Health-sector employer search,MedTech & Diagnostics,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22MEDITECH%22+careers+digital+health+IT+data+jobs
438,CompuGroup Medical,Health-sector employer search,MedTech & Diagnostics,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22CompuGroup+Medical%22+careers+digital+health+IT+data+jobs
439,Dedalus Group,Health-sector employer search,MedTech & Diagnostics,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Dedalus+Group%22+careers+digital+health+IT+data+jobs
440,Clinisys,Health-sector employer search,MedTech & Diagnostics,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Clinisys%22+careers+digital+health+IT+data+jobs
441,Cerner Middle East,Health-sector employer search,MedTech & Diagnostics,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Cerner+Middle+East%22+careers+digital+health+IT+data+jobs
442,Vezeeta,Health-sector employer search,MedTech & Diagnostics,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Vezeeta%22+careers+digital+health+IT+data+jobs
443,Altibbi,Health-sector employer search,MedTech & Diagnostics,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Altibbi%22+careers+digital+health+IT+data+jobs
