id,title,organization,role_family,country,location,availability_status,published_date,last_checked,record_type,source_quality,match_score,url,notes
job-00758,Solution Architect — GulfTalent Live Search,Kuwait,Live Job Search,Kuwait,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,61,https://www.gulftalent.com/jobs?keywords=Solution+Architect,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00759,Solution Architect — GulfTalent Live Search,Oman,Live Job Search,Oman,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,61,https://www.gulftalent.com/jobs?keywords=Solution+Architect,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00760,Solution Architect — GulfTalent Live Search,Bahrain,Live Job Search,Bahrain,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,61,https://www.gulftalent.com/jobs?keywords=Solution+Architect,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00761,Solution Architect — LinkedIn Live Search,Saudi Arabia,Live Job Search,Saudi Arabia,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,61,https://www.linkedin.com/jobs/search/?keywords=Solution+Architect&sortBy=DD&location=Saudi+Arabia,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00762,Solution Architect — LinkedIn Live Search,United Arab Emirates,Live Job Search,United Arab Emirates,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,61,https://www.linkedin.com/jobs/search/?keywords=Solution+Architect&sortBy=DD&location=United+Arab+Emirates,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00763,Solution Architect — LinkedIn Live Search,Qatar,Live Job Search,Qatar,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,61,https://www.linkedin.com/jobs/search/?keywords=Solution+Architect&sortBy=DD&location=Qatar,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00764,Solution Architect — LinkedIn Live Search,Kuwait,Live Job Search,Kuwait,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,61,https://www.linkedin.com/jobs/search/?keywords=Solution+Architect&sortBy=DD&location=Kuwait,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00765,Solution Architect — LinkedIn Live Search,Oman,Live Job Search,Oman,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,61,https://www.linkedin.com/jobs/search/?keywords=Solution+Architect&sortBy=DD&location=Oman,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00766,Solution Architect — LinkedIn Live Search,Bahrain,Live Job Search,Bahrain,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,61,https://www.linkedin.com/jobs/search/?keywords=Solution+Architect&sortBy=DD&location=Bahrain,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00767,Solution Architect — LinkedIn Live Search,Worldwide Remote,Live Job Search,Worldwide Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,61,https://www.linkedin.com/jobs/search/?keywords=Solution+Architect&sortBy=DD&location=Worldwide+Remote,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00768,Solution Architect — LinkedIn Live Search,EMEA Remote,Live Job Search,EMEA Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,61,https://www.linkedin.com/jobs/search/?keywords=Solution+Architect&sortBy=DD&location=EMEA+Remote,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00769,Solution Architect — LinkedIn Live Search,Africa Remote,Live Job Search,Africa Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,61,https://www.linkedin.com/jobs/search/?keywords=Solution+Architect&sortBy=DD&location=Africa+Remote,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00770,Solution Architect — LinkedIn Live Search,Middle East Remote,Live Job Search,Middle East Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,61,https://www.linkedin.com/jobs/search/?keywords=Solution+Architect&sortBy=DD&location=Middle+East+Remote,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00771,Solution Architect — RemoteOK Live Search,Worldwide Remote,Live Job Search,Worldwide Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,61,https://remoteok.com/remote-solution-architect-jobs,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00772,Solution Architect — RemoteOK Live Search,EMEA Remote,Live Job Search,EMEA Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,61,https://remoteok.com/remote-solution-architect-jobs,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00773,Solution Architect — RemoteOK Live Search,Africa Remote,Live Job Search,Africa Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,61,https://remoteok.com/remote-solution-architect-jobs,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00774,Solution Architect — RemoteOK Live Search,Middle East Remote,Live Job Search,Middle East Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,61,https://remoteok.com/remote-solution-architect-jobs,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00775,Solution Architect — Wellfound Live Search,Worldwide Remote,Live Job Search,Worldwide Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,61,https://wellfound.com/jobs?q=Solution+Architect&remote=True,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00776,Solution Architect — Wellfound Live Search,EMEA Remote,Live Job Search,EMEA Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,61,https://wellfound.com/jobs?q=Solution+Architect&remote=True,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00777,Solution Architect — Wellfound Live Search,Africa Remote,Live Job Search,Africa Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,61,https://wellfound.com/jobs?q=Solution+Architect&remote=True,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00778,Solution Architect — Wellfound Live Search,Middle East Remote,Live Job Search,Middle East Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,61,https://wellfound.com/jobs?q=Solution+Architect&remote=True,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00779,Solution Architect — WeWorkRemotely Live Search,Worldwide Remote,Live Job Search,Worldwide Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,61,https://weworkremotely.com/remote-jobs/search?term=Solution+Architect,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00780,Solution Architect — WeWorkRemotely Live Search,EMEA Remote,Live Job Search,EMEA Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,61,https://weworkremotely.com/remote-jobs/search?term=Solution+Architect,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00781,Solution Architect — WeWorkRemotely Live Search,Africa Remote,Live Job Search,Africa Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,61,https://weworkremotely.com/remote-jobs/search?term=Solution+Architect,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00782,Solution Architect — WeWorkRemotely Live Search,Middle East Remote,Live Job Search,Middle East Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,61,https://weworkremotely.com/remote-jobs/search?term=Solution+Architect,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00783,Technology Strategy & Advisory Manager / Senior Manager,Accenture Middle East,Digital Transformation & Strategy,Qatar,Doha,Expired,,2026-07-20,Platform-Indexed Vacancy,B,61,https://qa.linkedin.com/jobs/view/technology-strategy-advisory-manager-senior-manager-at-accenture-middle-east-3772808296,Arabic preferred
job-00784,Chief Data Officer — Bayt Live Search,Egypt,Live Job Search,Egypt,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,60,https://www.bayt.com/en/egypt/jobs/Chief%20Data%20Officer-jobs/,"Egypt live-search pack. This is a live search link, not one fixed vacancy."
job-00785,Chief Data Officer — Google Live Search,Egypt,Live Job Search,Egypt,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,60,https://www.google.com/search?q=Egypt+Chief+Data+Officer+jobs+posted+this+week,"Egypt live-search pack. This is a live search link, not one fixed vacancy."
job-00786,Chief Data Officer — LinkedIn Live Search,Egypt,Live Job Search,Egypt,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,60,https://www.linkedin.com/jobs/search/?keywords=Chief+Data+Officer&sortBy=DD&location=Egypt,"Egypt live-search pack. This is a live search link, not one fixed vacancy."
job-00787,Chief Data Officer — Wuzzuf Live Search,Egypt,Live Job Search,Egypt,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,60,https://wuzzuf.net/search/jobs/?q=Chief+Data+Officer&a=navbl,"Egypt live-search pack. This is a live search link, not one fixed vacancy."
job-00788,Cloud Architect Section Head,eFinance,Cloud & Platforms,Egypt,Giza,Possibly Available,2026-07-18,2026-07-20,Platform-Indexed Vacancy,B,60,https://eg.linkedin.com/jobs/digital-transformation-manager-jobs?countryRedirected=1,"Verify eligibility, deadline and work authorization on the linked source before applying."
job-00789,Cloud Architect — Bayt Live Search,Egypt,Live Job Search,Egypt,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,60,https://www.bayt.com/en/egypt/jobs/Cloud%20Architect-jobs/,"Egypt live-search pack. This is a live search link, not one fixed vacancy."
job-00790,Cloud Architect — Google Live Search,Egypt,Live Job Search,Egypt,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,60,https://www.google.com/search?q=Egypt+Cloud+Architect+jobs+posted+this+week,"Egypt live-search pack. This is a live search link, not one fixed vacancy."
job-00791,Cloud Architect — LinkedIn Live Search,Egypt,Live Job Search,Egypt,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,60,https://www.linkedin.com/jobs/search/?keywords=Cloud+Architect&sortBy=DD&location=Egypt,"Egypt live-search pack. This is a live search link, not one fixed vacancy."
job-00792,Cloud Architect — Wuzzuf Live Search,Egypt,Live Job Search,Egypt,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,60,https://wuzzuf.net/search/jobs/?q=Cloud+Architect&a=navbl,"Egypt live-search pack. This is a live search link, not one fixed vacancy."
job-00793,Data Architect — Bayt Live Search,Egypt,Live Job Search,Egypt,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,60,https://www.bayt.com/en/egypt/jobs/Data%20Architect-jobs/,"Egypt live-search pack. This is a live search link, not one fixed vacancy."
job-00794,Data Architect — Google Live Search,Egypt,Live Job Search,Egypt,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,60,https://www.google.com/search?q=Egypt+Data+Architect+jobs+posted+this+week,"Egypt live-search pack. This is a live search link, not one fixed vacancy."
job-00795,Data Architect — LinkedIn Live Search,Egypt,Live Job Search,Egypt,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,60,https://www.linkedin.com/jobs/search/?keywords=Data+Architect&sortBy=DD&location=Egypt,"Egypt live-search pack. This is a live search link, not one fixed vacancy."
job-00796,Data Architect — Wuzzuf Live Search,Egypt,Live Job Search,Egypt,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,60,https://wuzzuf.net/search/jobs/?q=Data+Architect&a=navbl,"Egypt live-search pack. This is a live search link, not one fixed vacancy."
job-00797,Enterprise Applications Manager — LinkedIn Live Search,Worldwide Remote,Live Job Search,Worldwide Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,60,https://www.linkedin.com/jobs/search/?keywords=Enterprise+Applications+Manager&sortBy=DD&location=Worldwide+Remote,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00798,Enterprise Applications Manager — LinkedIn Live Search,EMEA Remote,Live Job Search,EMEA Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,60,https://www.linkedin.com/jobs/search/?keywords=Enterprise+Applications+Manager&sortBy=DD&location=EMEA+Remote,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00799,Enterprise Applications Manager — LinkedIn Live Search,Africa Remote,Live Job Search,Africa Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,60,https://www.linkedin.com/jobs/search/?keywords=Enterprise+Applications+Manager&sortBy=DD&location=Africa+Remote,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00800,Enterprise Applications Manager — LinkedIn Live Search,Middle East Remote,Live Job Search,Middle East Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,60,https://www.linkedin.com/jobs/search/?keywords=Enterprise+Applications+Manager&sortBy=DD&location=Middle+East+Remote,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00801,Enterprise Applications Manager — RemoteOK Live Search,Worldwide Remote,Live Job Search,Worldwide Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,60,https://remoteok.com/remote-enterprise-applications-manager-jobs,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00802,Enterprise Applications Manager — RemoteOK Live Search,EMEA Remote,Live Job Search,EMEA Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,60,https://remoteok.com/remote-enterprise-applications-manager-jobs,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00803,Enterprise Applications Manager — RemoteOK Live Search,Africa Remote,Live Job Search,Africa Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,60,https://remoteok.com/remote-enterprise-applications-manager-jobs,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00804,Enterprise Applications Manager — RemoteOK Live Search,Middle East Remote,Live Job Search,Middle East Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,60,https://remoteok.com/remote-enterprise-applications-manager-jobs,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00805,Enterprise Applications Manager — Wellfound Live Search,Worldwide Remote,Live Job Search,Worldwide Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,60,https://wellfound.com/jobs?q=Enterprise+Applications+Manager&remote=True,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00806,Enterprise Applications Manager — Wellfound Live Search,EMEA Remote,Live Job Search,EMEA Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,60,https://wellfound.com/jobs?q=Enterprise+Applications+Manager&remote=True,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00807,Enterprise Applications Manager — Wellfound Live Search,Africa Remote,Live Job Search,Africa Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,60,https://wellfound.com/jobs?q=Enterprise+Applications+Manager&remote=True,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00808,Enterprise Applications Manager — Wellfound Live Search,Middle East Remote,Live Job Search,Middle East Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,60,https://wellfound.com/jobs?q=Enterprise+Applications+Manager&remote=True,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00809,Enterprise Applications Manager — WeWorkRemotely Live Search,Worldwide Remote,Live Job Search,Worldwide Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,60,https://weworkremotely.com/remote-jobs/search?term=Enterprise+Applications+Manager,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00810,Enterprise Applications Manager — WeWorkRemotely Live Search,EMEA Remote,Live Job Search,EMEA Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,60,https://weworkremotely.com/remote-jobs/search?term=Enterprise+Applications+Manager,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00811,Enterprise Applications Manager — WeWorkRemotely Live Search,Africa Remote,Live Job Search,Africa Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,60,https://weworkremotely.com/remote-jobs/search?term=Enterprise+Applications+Manager,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00812,Enterprise Applications Manager — WeWorkRemotely Live Search,Middle East Remote,Live Job Search,Middle East Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,60,https://weworkremotely.com/remote-jobs/search?term=Enterprise+Applications+Manager,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-00813,Oracle Cloud Senior Consultant - PPM,Highstreet IT Solutions,Enterprise Applications & Software,United States / Verify,Remote / Client delivery,Expired,,2026-07-20,Platform-Indexed Vacancy,A,60,https://jobs.lever.co/highstreetit/caf00c7d-6be8-4dd3-8e0d-9300e6c59ce0,Confirm supported work location
job-00814,Project Manager - Core Banking,QNB Egypt,"Program, Project & Delivery Management",Egypt,Cairo,Expired,,2026-07-20,Platform-Indexed Vacancy,B,60,https://www.linkedin.com/jobs/view/4437222427/,Core-banking project experience
job-00815,Project Manager - CRM,QNBeyond Plus,"Program, Project & Delivery Management",Egypt,Cairo,Expired,,2026-07-20,Platform-Indexed Vacancy,B,60,https://www.linkedin.com/jobs/view/4437221417/,CRM implementation experience
job-00816,Project Manager / Senior Project Manager,RSA Security,Cybersecurity & Security Architecture,Egypt,Cairo,Expired,,2026-07-20,Platform-Indexed Vacancy,B,60,https://www.linkedin.com/jobs/view/4440536994/,Professional-services delivery experience
job-00817,Senior AI / Digital Transformation Expert,Accenture,AI & Automation,Egypt,Cairo,Possibly Available,2026-07-13,2026-07-20,Platform-Indexed Vacancy,B,60,https://eg.linkedin.com/jobs/digital-transformation-manager-jobs?countryRedirected=1,"Verify eligibility, deadline and work authorization on the linked source before applying."
job-00818,Senior AI Governance,BBI,"AI, Data Science & Governance",Egypt,Cairo,Expired,,2026-07-20,Platform-Indexed Vacancy,B,60,https://www.linkedin.com/jobs/view/4434827215/,AI governance and risk experience
job-00819,Senior Business Analyst - Digital Transformation,SSC HR Solutions,Digital Transformation & Strategy,Egypt,Remote,Expired,,2026-07-20,Platform-Indexed Vacancy,A,60,https://jobs.workable.com/view/wsPs2e4w3rx9Keer3PZj6X/remote-senior-business-analyst-%28digital-transformation%29-in-egypt-at-ssc-hr-solutions,Remote Egypt role
job-00820,Senior Consultant - Transformation Architecture,EY,Other Technology Role,Egypt,Cairo,Expired,,2026-07-20,Platform-Indexed Vacancy,B,60,https://www.linkedin.com/jobs/view/senior-consultant-transformation-architecture-business-transformation-egypt-at-ey-4413619229,Consulting experience preferred
job-00821,Senior Enterprise Infrastructure Manager,Turning Point,IT Leadership & Management,United Kingdom,Flexible remote,Expired,,2026-07-20,Platform-Indexed Vacancy,B,60,https://careers.turning-point.co.uk/jobs/job/Senior-Enterprise-Infrastructure-Manager/12775,UK role with occasional London/Manchester travel
job-00822,AI Solution Architect — Google Live Search,Kenya,Live Job Search,Kenya,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,59,https://www.google.com/search?q=Kenya+AI+Solution+Architect+jobs+posted+this+week,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-00823,AI Solution Architect — Google Live Search,Nigeria,Live Job Search,Nigeria,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,59,https://www.google.com/search?q=Nigeria+AI+Solution+Architect+jobs+posted+this+week,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-00824,AI Solution Architect — Google Live Search,Ghana,Live Job Search,Ghana,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,59,https://www.google.com/search?q=Ghana+AI+Solution+Architect+jobs+posted+this+week,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-00825,AI Solution Architect — Google Live Search,South Africa,Live Job Search,South Africa,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,59,https://www.google.com/search?q=South+Africa+AI+Solution+Architect+jobs+posted+this+week,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-00826,AI Solution Architect — Google Live Search,Rwanda,Live Job Search,Rwanda,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,59,https://www.google.com/search?q=Rwanda+AI+Solution+Architect+jobs+posted+this+week,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-00827,AI Solution Architect — Google Live Search,Uganda,Live Job Search,Uganda,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,59,https://www.google.com/search?q=Uganda+AI+Solution+Architect+jobs+posted+this+week,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-00828,AI Solution Architect — Google Live Search,Tanzania,Live Job Search,Tanzania,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,59,https://www.google.com/search?q=Tanzania+AI+Solution+Architect+jobs+posted+this+week,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-00829,AI Solution Architect — Google Live Search,Ethiopia,Live Job Search,Ethiopia,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,59,https://www.google.com/search?q=Ethiopia+AI+Solution+Architect+jobs+posted+this+week,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-00830,AI Solution Architect — LinkedIn Live Search,Kenya,Live Job Search,Kenya,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,59,https://www.linkedin.com/jobs/search/?keywords=AI+Solution+Architect&sortBy=DD&location=Kenya,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-00831,AI Solution Architect — LinkedIn Live Search,Nigeria,Live Job Search,Nigeria,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,59,https://www.linkedin.com/jobs/search/?keywords=AI+Solution+Architect&sortBy=DD&location=Nigeria,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-00832,AI Solution Architect — LinkedIn Live Search,Ghana,Live Job Search,Ghana,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,59,https://www.linkedin.com/jobs/search/?keywords=AI+Solution+Architect&sortBy=DD&location=Ghana,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-00833,AI Solution Architect — LinkedIn Live Search,South Africa,Live Job Search,South Africa,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,59,https://www.linkedin.com/jobs/search/?keywords=AI+Solution+Architect&sortBy=DD&location=South+Africa,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-00834,AI Solution Architect — LinkedIn Live Search,Rwanda,Live Job Search,Rwanda,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,59,https://www.linkedin.com/jobs/search/?keywords=AI+Solution+Architect&sortBy=DD&location=Rwanda,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-00835,AI Solution Architect — LinkedIn Live Search,Uganda,Live Job Search,Uganda,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,59,https://www.linkedin.com/jobs/search/?keywords=AI+Solution+Architect&sortBy=DD&location=Uganda,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-00836,AI Solution Architect — LinkedIn Live Search,Tanzania,Live Job Search,Tanzania,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,59,https://www.linkedin.com/jobs/search/?keywords=AI+Solution+Architect&sortBy=DD&location=Tanzania,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-00837,AI Solution Architect — LinkedIn Live Search,Ethiopia,Live Job Search,Ethiopia,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,59,https://www.linkedin.com/jobs/search/?keywords=AI+Solution+Architect&sortBy=DD&location=Ethiopia,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-00838,Chief Data Officer — Bayt Live Search,Saudi Arabia,Live Job Search,Saudi Arabia,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,59,https://www.bayt.com/en/saudi-arabia/jobs/Chief%20Data%20Officer-jobs/,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00839,Chief Data Officer — Bayt Live Search,United Arab Emirates,Live Job Search,United Arab Emirates,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,59,https://www.bayt.com/en/united-arab-emirates/jobs/Chief%20Data%20Officer-jobs/,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00840,Chief Data Officer — Bayt Live Search,Qatar,Live Job Search,Qatar,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,59,https://www.bayt.com/en/qatar/jobs/Chief%20Data%20Officer-jobs/,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00841,Chief Data Officer — Bayt Live Search,Kuwait,Live Job Search,Kuwait,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,59,https://www.bayt.com/en/kuwait/jobs/Chief%20Data%20Officer-jobs/,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00842,Chief Data Officer — Bayt Live Search,Oman,Live Job Search,Oman,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,59,https://www.bayt.com/en/oman/jobs/Chief%20Data%20Officer-jobs/,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00843,Chief Data Officer — Bayt Live Search,Bahrain,Live Job Search,Bahrain,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,59,https://www.bayt.com/en/bahrain/jobs/Chief%20Data%20Officer-jobs/,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00844,Chief Data Officer — GulfTalent Live Search,Saudi Arabia,Live Job Search,Saudi Arabia,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,59,https://www.gulftalent.com/jobs?keywords=Chief+Data+Officer,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00845,Chief Data Officer — GulfTalent Live Search,United Arab Emirates,Live Job Search,United Arab Emirates,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,59,https://www.gulftalent.com/jobs?keywords=Chief+Data+Officer,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00846,Chief Data Officer — GulfTalent Live Search,Qatar,Live Job Search,Qatar,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,59,https://www.gulftalent.com/jobs?keywords=Chief+Data+Officer,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00847,Chief Data Officer — GulfTalent Live Search,Kuwait,Live Job Search,Kuwait,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,59,https://www.gulftalent.com/jobs?keywords=Chief+Data+Officer,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00848,Chief Data Officer — GulfTalent Live Search,Oman,Live Job Search,Oman,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,59,https://www.gulftalent.com/jobs?keywords=Chief+Data+Officer,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00849,Chief Data Officer — GulfTalent Live Search,Bahrain,Live Job Search,Bahrain,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,59,https://www.gulftalent.com/jobs?keywords=Chief+Data+Officer,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00850,Chief Data Officer — LinkedIn Live Search,Saudi Arabia,Live Job Search,Saudi Arabia,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,59,https://www.linkedin.com/jobs/search/?keywords=Chief+Data+Officer&sortBy=DD&location=Saudi+Arabia,"GCC live-search pack. This is a live search link, not one fixed vacancy."
