id,record_type,category,title,organization,subtitle,role_family,type,industry,region,country,location,availability_status,published_date,expiry_date,last_checked,posted_text,source,source_quality,source_quality_label,verification_level,match_score,fit,priority_tier,url,notes
project-00149,Project / Tender,project,Devex Consulting — Technical Assistance Search,Development consulting jobs,Development consulting jobs,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,Devex Consulting,A,Official / primary source,Official,52,Low,,https://www.devex.com/jobs/search,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00150,Project / Tender,project,Devex Consulting — Business Process Reengineering Search,Development consulting jobs,Development consulting jobs,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,Devex Consulting,A,Official / primary source,Official,52,Low,,https://www.devex.com/jobs/search,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00151,Project / Tender,project,ReliefWeb Jobs — Ict Consulting Search,Humanitarian consultancies,Humanitarian consultancies,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,ReliefWeb Jobs,A,Official / primary source,Official,52,Low,,https://reliefweb.int/jobs,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00152,Project / Tender,project,ReliefWeb Jobs — Digital Transformation Search,Humanitarian consultancies,Humanitarian consultancies,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,ReliefWeb Jobs,A,Official / primary source,Official,55,Low,,https://reliefweb.int/jobs,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00153,Project / Tender,project,ReliefWeb Jobs — Software Development Search,Humanitarian consultancies,Humanitarian consultancies,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,ReliefWeb Jobs,A,Official / primary source,Official,52,Low,,https://reliefweb.int/jobs,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00154,Project / Tender,project,ReliefWeb Jobs — Enterprise Architecture Search,Humanitarian consultancies,Humanitarian consultancies,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,ReliefWeb Jobs,A,Official / primary source,Official,66,Medium,,https://reliefweb.int/jobs,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00155,Project / Tender,project,ReliefWeb Jobs — Data Governance Search,Humanitarian consultancies,Humanitarian consultancies,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,ReliefWeb Jobs,A,Official / primary source,Official,59,Low,,https://reliefweb.int/jobs,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00156,Project / Tender,project,ReliefWeb Jobs — Digital Health Search,Humanitarian consultancies,Humanitarian consultancies,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,ReliefWeb Jobs,A,Official / primary source,Official,57,Low,,https://reliefweb.int/jobs,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00157,Project / Tender,project,ReliefWeb Jobs — Health Information Systems Search,Humanitarian consultancies,Humanitarian consultancies,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,ReliefWeb Jobs,A,Official / primary source,Official,53,Low,,https://reliefweb.int/jobs,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00158,Project / Tender,project,ReliefWeb Jobs — Cloud Migration Search,Humanitarian consultancies,Humanitarian consultancies,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,ReliefWeb Jobs,A,Official / primary source,Official,53,Low,,https://reliefweb.int/jobs,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00159,Project / Tender,project,ReliefWeb Jobs — Cybersecurity Consulting Search,Humanitarian consultancies,Humanitarian consultancies,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,ReliefWeb Jobs,A,Official / primary source,Official,52,Low,,https://reliefweb.int/jobs,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00160,Project / Tender,project,ReliefWeb Jobs — Ai Strategy Search,Humanitarian consultancies,Humanitarian consultancies,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,ReliefWeb Jobs,A,Official / primary source,Official,52,Low,,https://reliefweb.int/jobs,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00161,Project / Tender,project,ReliefWeb Jobs — Erp Implementation Search,Humanitarian consultancies,Humanitarian consultancies,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,ReliefWeb Jobs,A,Official / primary source,Official,53,Low,,https://reliefweb.int/jobs,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00162,Project / Tender,project,ReliefWeb Jobs — Systems Integration Search,Humanitarian consultancies,Humanitarian consultancies,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,ReliefWeb Jobs,A,Official / primary source,Official,53,Low,,https://reliefweb.int/jobs,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00163,Project / Tender,project,ReliefWeb Jobs — Project Management Search,Humanitarian consultancies,Humanitarian consultancies,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,ReliefWeb Jobs,A,Official / primary source,Official,52,Low,,https://reliefweb.int/jobs,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00164,Project / Tender,project,ReliefWeb Jobs — Technical Assistance Search,Humanitarian consultancies,Humanitarian consultancies,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,ReliefWeb Jobs,A,Official / primary source,Official,52,Low,,https://reliefweb.int/jobs,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00165,Project / Tender,project,ReliefWeb Jobs — Business Process Reengineering Search,Humanitarian consultancies,Humanitarian consultancies,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,ReliefWeb Jobs,A,Official / primary source,Official,52,Low,,https://reliefweb.int/jobs,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00166,Project / Tender,project,Impactpool — Ict Consulting Search,International development roles,International development roles,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,Impactpool,A,Official / primary source,Official,20,Low,,https://www.impactpool.org/jobs,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00167,Project / Tender,project,Impactpool — Digital Transformation Search,International development roles,International development roles,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,Impactpool,A,Official / primary source,Official,22,Low,,https://www.impactpool.org/jobs,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00168,Project / Tender,project,Impactpool — Software Development Search,International development roles,International development roles,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,Impactpool,A,Official / primary source,Official,20,Low,,https://www.impactpool.org/jobs,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00169,Project / Tender,project,Impactpool — Enterprise Architecture Search,International development roles,International development roles,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,Impactpool,A,Official / primary source,Official,41,Low,,https://www.impactpool.org/jobs,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00170,Project / Tender,project,Impactpool — Data Governance Search,International development roles,International development roles,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,Impactpool,A,Official / primary source,Official,26,Low,,https://www.impactpool.org/jobs,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00171,Project / Tender,project,Impactpool — Digital Health Search,International development roles,International development roles,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,Impactpool,A,Official / primary source,Official,24,Low,,https://www.impactpool.org/jobs,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00172,Project / Tender,project,Impactpool — Health Information Systems Search,International development roles,International development roles,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,Impactpool,A,Official / primary source,Official,20,Low,,https://www.impactpool.org/jobs,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00173,Project / Tender,project,Impactpool — Cloud Migration Search,International development roles,International development roles,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,Impactpool,A,Official / primary source,Official,20,Low,,https://www.impactpool.org/jobs,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00174,Project / Tender,project,Impactpool — Cybersecurity Consulting Search,International development roles,International development roles,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,Impactpool,A,Official / primary source,Official,20,Low,,https://www.impactpool.org/jobs,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00175,Project / Tender,project,Impactpool — Ai Strategy Search,International development roles,International development roles,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,Impactpool,A,Official / primary source,Official,20,Low,,https://www.impactpool.org/jobs,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00176,Project / Tender,project,Impactpool — Erp Implementation Search,International development roles,International development roles,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,Impactpool,A,Official / primary source,Official,20,Low,,https://www.impactpool.org/jobs,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00177,Project / Tender,project,Impactpool — Systems Integration Search,International development roles,International development roles,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,Impactpool,A,Official / primary source,Official,20,Low,,https://www.impactpool.org/jobs,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00178,Project / Tender,project,Impactpool — Project Management Search,International development roles,International development roles,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,Impactpool,A,Official / primary source,Official,20,Low,,https://www.impactpool.org/jobs,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00179,Project / Tender,project,Impactpool — Technical Assistance Search,International development roles,International development roles,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,Impactpool,A,Official / primary source,Official,20,Low,,https://www.impactpool.org/jobs,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00180,Project / Tender,project,Impactpool — Business Process Reengineering Search,International development roles,International development roles,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,Impactpool,A,Official / primary source,Official,20,Low,,https://www.impactpool.org/jobs,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00181,Project / Tender,project,UNOPS Opportunities — Ict Consulting Search,UNOPS jobs and consultancies,UNOPS jobs and consultancies,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,UNOPS Opportunities,A,Official / primary source,Official,52,Low,,https://jobs.unops.org/Pages/Vacancies/VADefault.aspx,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00182,Project / Tender,project,UNOPS Opportunities — Digital Transformation Search,UNOPS jobs and consultancies,UNOPS jobs and consultancies,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,UNOPS Opportunities,A,Official / primary source,Official,55,Low,,https://jobs.unops.org/Pages/Vacancies/VADefault.aspx,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00183,Project / Tender,project,UNOPS Opportunities — Software Development Search,UNOPS jobs and consultancies,UNOPS jobs and consultancies,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,UNOPS Opportunities,A,Official / primary source,Official,52,Low,,https://jobs.unops.org/Pages/Vacancies/VADefault.aspx,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00184,Project / Tender,project,UNOPS Opportunities — Enterprise Architecture Search,UNOPS jobs and consultancies,UNOPS jobs and consultancies,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,UNOPS Opportunities,A,Official / primary source,Official,66,Medium,,https://jobs.unops.org/Pages/Vacancies/VADefault.aspx,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00185,Project / Tender,project,UNOPS Opportunities — Data Governance Search,UNOPS jobs and consultancies,UNOPS jobs and consultancies,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,UNOPS Opportunities,A,Official / primary source,Official,59,Low,,https://jobs.unops.org/Pages/Vacancies/VADefault.aspx,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00186,Project / Tender,project,UNOPS Opportunities — Digital Health Search,UNOPS jobs and consultancies,UNOPS jobs and consultancies,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,UNOPS Opportunities,A,Official / primary source,Official,57,Low,,https://jobs.unops.org/Pages/Vacancies/VADefault.aspx,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00187,Project / Tender,project,UNOPS Opportunities — Health Information Systems Search,UNOPS jobs and consultancies,UNOPS jobs and consultancies,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,UNOPS Opportunities,A,Official / primary source,Official,53,Low,,https://jobs.unops.org/Pages/Vacancies/VADefault.aspx,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00188,Project / Tender,project,UNOPS Opportunities — Cloud Migration Search,UNOPS jobs and consultancies,UNOPS jobs and consultancies,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,UNOPS Opportunities,A,Official / primary source,Official,53,Low,,https://jobs.unops.org/Pages/Vacancies/VADefault.aspx,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00189,Project / Tender,project,UNOPS Opportunities — Cybersecurity Consulting Search,UNOPS jobs and consultancies,UNOPS jobs and consultancies,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,UNOPS Opportunities,A,Official / primary source,Official,52,Low,,https://jobs.unops.org/Pages/Vacancies/VADefault.aspx,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00190,Project / Tender,project,UNOPS Opportunities — Ai Strategy Search,UNOPS jobs and consultancies,UNOPS jobs and consultancies,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,UNOPS Opportunities,A,Official / primary source,Official,52,Low,,https://jobs.unops.org/Pages/Vacancies/VADefault.aspx,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00191,Project / Tender,project,UNOPS Opportunities — Erp Implementation Search,UNOPS jobs and consultancies,UNOPS jobs and consultancies,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,UNOPS Opportunities,A,Official / primary source,Official,53,Low,,https://jobs.unops.org/Pages/Vacancies/VADefault.aspx,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00192,Project / Tender,project,UNOPS Opportunities — Systems Integration Search,UNOPS jobs and consultancies,UNOPS jobs and consultancies,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,UNOPS Opportunities,A,Official / primary source,Official,53,Low,,https://jobs.unops.org/Pages/Vacancies/VADefault.aspx,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00193,Project / Tender,project,UNOPS Opportunities — Project Management Search,UNOPS jobs and consultancies,UNOPS jobs and consultancies,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,UNOPS Opportunities,A,Official / primary source,Official,52,Low,,https://jobs.unops.org/Pages/Vacancies/VADefault.aspx,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00194,Project / Tender,project,UNOPS Opportunities — Technical Assistance Search,UNOPS jobs and consultancies,UNOPS jobs and consultancies,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,UNOPS Opportunities,A,Official / primary source,Official,52,Low,,https://jobs.unops.org/Pages/Vacancies/VADefault.aspx,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00195,Project / Tender,project,UNOPS Opportunities — Business Process Reengineering Search,UNOPS jobs and consultancies,UNOPS jobs and consultancies,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,UNOPS Opportunities,A,Official / primary source,Official,52,Low,,https://jobs.unops.org/Pages/Vacancies/VADefault.aspx,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00196,Project / Tender,project,UNICEF Supply — Ict Consulting Search,UNICEF tenders,UNICEF tenders,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,UNICEF Supply,A,Official / primary source,Official,52,Low,,https://www.unicef.org/supply/tenders,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00197,Project / Tender,project,UNICEF Supply — Digital Transformation Search,UNICEF tenders,UNICEF tenders,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,UNICEF Supply,A,Official / primary source,Official,55,Low,,https://www.unicef.org/supply/tenders,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00198,Project / Tender,project,UNICEF Supply — Software Development Search,UNICEF tenders,UNICEF tenders,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,UNICEF Supply,A,Official / primary source,Official,52,Low,,https://www.unicef.org/supply/tenders,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00199,Project / Tender,project,UNICEF Supply — Enterprise Architecture Search,UNICEF tenders,UNICEF tenders,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,UNICEF Supply,A,Official / primary source,Official,66,Medium,,https://www.unicef.org/supply/tenders,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00200,Project / Tender,project,UNICEF Supply — Data Governance Search,UNICEF tenders,UNICEF tenders,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,UNICEF Supply,A,Official / primary source,Official,59,Low,,https://www.unicef.org/supply/tenders,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00201,Project / Tender,project,UNICEF Supply — Digital Health Search,UNICEF tenders,UNICEF tenders,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,UNICEF Supply,A,Official / primary source,Official,57,Low,,https://www.unicef.org/supply/tenders,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00202,Project / Tender,project,UNICEF Supply — Health Information Systems Search,UNICEF tenders,UNICEF tenders,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,UNICEF Supply,A,Official / primary source,Official,53,Low,,https://www.unicef.org/supply/tenders,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00203,Project / Tender,project,UNICEF Supply — Cloud Migration Search,UNICEF tenders,UNICEF tenders,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,UNICEF Supply,A,Official / primary source,Official,53,Low,,https://www.unicef.org/supply/tenders,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00204,Project / Tender,project,UNICEF Supply — Cybersecurity Consulting Search,UNICEF tenders,UNICEF tenders,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,UNICEF Supply,A,Official / primary source,Official,52,Low,,https://www.unicef.org/supply/tenders,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00205,Project / Tender,project,UNICEF Supply — Ai Strategy Search,UNICEF tenders,UNICEF tenders,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,UNICEF Supply,A,Official / primary source,Official,52,Low,,https://www.unicef.org/supply/tenders,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00206,Project / Tender,project,UNICEF Supply — Erp Implementation Search,UNICEF tenders,UNICEF tenders,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,UNICEF Supply,A,Official / primary source,Official,53,Low,,https://www.unicef.org/supply/tenders,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00207,Project / Tender,project,UNICEF Supply — Systems Integration Search,UNICEF tenders,UNICEF tenders,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,UNICEF Supply,A,Official / primary source,Official,53,Low,,https://www.unicef.org/supply/tenders,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00208,Project / Tender,project,UNICEF Supply — Project Management Search,UNICEF tenders,UNICEF tenders,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,UNICEF Supply,A,Official / primary source,Official,52,Low,,https://www.unicef.org/supply/tenders,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00209,Project / Tender,project,UNICEF Supply — Technical Assistance Search,UNICEF tenders,UNICEF tenders,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,UNICEF Supply,A,Official / primary source,Official,52,Low,,https://www.unicef.org/supply/tenders,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00210,Project / Tender,project,UNICEF Supply — Business Process Reengineering Search,UNICEF tenders,UNICEF tenders,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,UNICEF Supply,A,Official / primary source,Official,52,Low,,https://www.unicef.org/supply/tenders,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00211,Project / Tender,project,WHO Procurement — Ict Consulting Search,WHO procurement,WHO procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,WHO Procurement,A,Official / primary source,Official,53,Low,,https://www.who.int/about/accountability/procurement,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00212,Project / Tender,project,WHO Procurement — Digital Transformation Search,WHO procurement,WHO procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,WHO Procurement,A,Official / primary source,Official,57,Low,,https://www.who.int/about/accountability/procurement,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00213,Project / Tender,project,WHO Procurement — Software Development Search,WHO procurement,WHO procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,WHO Procurement,A,Official / primary source,Official,53,Low,,https://www.who.int/about/accountability/procurement,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00214,Project / Tender,project,WHO Procurement — Enterprise Architecture Search,WHO procurement,WHO procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,WHO Procurement,A,Official / primary source,Official,68,Medium,,https://www.who.int/about/accountability/procurement,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00215,Project / Tender,project,WHO Procurement — Data Governance Search,WHO procurement,WHO procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,WHO Procurement,A,Official / primary source,Official,60,Medium,,https://www.who.int/about/accountability/procurement,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00216,Project / Tender,project,WHO Procurement — Digital Health Search,WHO procurement,WHO procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,WHO Procurement,A,Official / primary source,Official,59,Low,,https://www.who.int/about/accountability/procurement,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00217,Project / Tender,project,WHO Procurement — Health Information Systems Search,WHO procurement,WHO procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,WHO Procurement,A,Official / primary source,Official,55,Low,,https://www.who.int/about/accountability/procurement,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00218,Project / Tender,project,WHO Procurement — Cloud Migration Search,WHO procurement,WHO procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,WHO Procurement,A,Official / primary source,Official,55,Low,,https://www.who.int/about/accountability/procurement,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00219,Project / Tender,project,WHO Procurement — Cybersecurity Consulting Search,WHO procurement,WHO procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,WHO Procurement,A,Official / primary source,Official,53,Low,,https://www.who.int/about/accountability/procurement,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00220,Project / Tender,project,WHO Procurement — Ai Strategy Search,WHO procurement,WHO procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,WHO Procurement,A,Official / primary source,Official,53,Low,,https://www.who.int/about/accountability/procurement,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00221,Project / Tender,project,WHO Procurement — Erp Implementation Search,WHO procurement,WHO procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,WHO Procurement,A,Official / primary source,Official,55,Low,,https://www.who.int/about/accountability/procurement,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00222,Project / Tender,project,WHO Procurement — Systems Integration Search,WHO procurement,WHO procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,WHO Procurement,A,Official / primary source,Official,55,Low,,https://www.who.int/about/accountability/procurement,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00223,Project / Tender,project,WHO Procurement — Project Management Search,WHO procurement,WHO procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,WHO Procurement,A,Official / primary source,Official,53,Low,,https://www.who.int/about/accountability/procurement,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00224,Project / Tender,project,WHO Procurement — Technical Assistance Search,WHO procurement,WHO procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,WHO Procurement,A,Official / primary source,Official,53,Low,,https://www.who.int/about/accountability/procurement,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00225,Project / Tender,project,WHO Procurement — Business Process Reengineering Search,WHO procurement,WHO procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,WHO Procurement,A,Official / primary source,Official,53,Low,,https://www.who.int/about/accountability/procurement,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00226,Project / Tender,project,IOM Procurement — Ict Consulting Search,IOM procurement,IOM procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,IOM Procurement,A,Official / primary source,Official,53,Low,,https://www.iom.int/procurement,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00227,Project / Tender,project,IOM Procurement — Digital Transformation Search,IOM procurement,IOM procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,IOM Procurement,A,Official / primary source,Official,57,Low,,https://www.iom.int/procurement,Search the portal using the stated keyword; deadlines and eligibility change frequently.
