id,title,subtitle,type,region,country,location,fit,status,posted,checked,notes,source,url
207,UNICEF Supply — Systems Integration Search,UNICEF tenders,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,UNICEF Supply,https://www.unicef.org/supply/tenders
208,UNICEF Supply — Project Management Search,UNICEF tenders,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,UNICEF Supply,https://www.unicef.org/supply/tenders
209,UNICEF Supply — Technical Assistance Search,UNICEF tenders,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,UNICEF Supply,https://www.unicef.org/supply/tenders
210,UNICEF Supply — Business Process Reengineering Search,UNICEF tenders,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,UNICEF Supply,https://www.unicef.org/supply/tenders
211,WHO Procurement — Ict Consulting Search,WHO procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,WHO Procurement,https://www.who.int/about/accountability/procurement
212,WHO Procurement — Digital Transformation Search,WHO procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,WHO Procurement,https://www.who.int/about/accountability/procurement
213,WHO Procurement — Software Development Search,WHO procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,WHO Procurement,https://www.who.int/about/accountability/procurement
214,WHO Procurement — Enterprise Architecture Search,WHO procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,WHO Procurement,https://www.who.int/about/accountability/procurement
215,WHO Procurement — Data Governance Search,WHO procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,WHO Procurement,https://www.who.int/about/accountability/procurement
216,WHO Procurement — Digital Health Search,WHO procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,WHO Procurement,https://www.who.int/about/accountability/procurement
217,WHO Procurement — Health Information Systems Search,WHO procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,WHO Procurement,https://www.who.int/about/accountability/procurement
218,WHO Procurement — Cloud Migration Search,WHO procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,WHO Procurement,https://www.who.int/about/accountability/procurement
219,WHO Procurement — Cybersecurity Consulting Search,WHO procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,WHO Procurement,https://www.who.int/about/accountability/procurement
220,WHO Procurement — Ai Strategy Search,WHO procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,WHO Procurement,https://www.who.int/about/accountability/procurement
221,WHO Procurement — Erp Implementation Search,WHO procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,WHO Procurement,https://www.who.int/about/accountability/procurement
222,WHO Procurement — Systems Integration Search,WHO procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,WHO Procurement,https://www.who.int/about/accountability/procurement
223,WHO Procurement — Project Management Search,WHO procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,WHO Procurement,https://www.who.int/about/accountability/procurement
224,WHO Procurement — Technical Assistance Search,WHO procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,WHO Procurement,https://www.who.int/about/accountability/procurement
225,WHO Procurement — Business Process Reengineering Search,WHO procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,WHO Procurement,https://www.who.int/about/accountability/procurement
226,IOM Procurement — Ict Consulting Search,IOM procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,IOM Procurement,https://www.iom.int/procurement
227,IOM Procurement — Digital Transformation Search,IOM procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,IOM Procurement,https://www.iom.int/procurement
228,IOM Procurement — Software Development Search,IOM procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,IOM Procurement,https://www.iom.int/procurement
229,IOM Procurement — Enterprise Architecture Search,IOM procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,IOM Procurement,https://www.iom.int/procurement
230,IOM Procurement — Data Governance Search,IOM procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,IOM Procurement,https://www.iom.int/procurement
231,IOM Procurement — Digital Health Search,IOM procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,IOM Procurement,https://www.iom.int/procurement
232,IOM Procurement — Health Information Systems Search,IOM procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,IOM Procurement,https://www.iom.int/procurement
233,IOM Procurement — Cloud Migration Search,IOM procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,IOM Procurement,https://www.iom.int/procurement
234,IOM Procurement — Cybersecurity Consulting Search,IOM procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,IOM Procurement,https://www.iom.int/procurement
235,IOM Procurement — Ai Strategy Search,IOM procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,IOM Procurement,https://www.iom.int/procurement
236,IOM Procurement — Erp Implementation Search,IOM procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,IOM Procurement,https://www.iom.int/procurement
237,IOM Procurement — Systems Integration Search,IOM procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,IOM Procurement,https://www.iom.int/procurement
238,IOM Procurement — Project Management Search,IOM procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,IOM Procurement,https://www.iom.int/procurement
239,IOM Procurement — Technical Assistance Search,IOM procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,IOM Procurement,https://www.iom.int/procurement
240,IOM Procurement — Business Process Reengineering Search,IOM procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,IOM Procurement,https://www.iom.int/procurement
241,ILO Procurement — Ict Consulting Search,ILO procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,ILO Procurement,https://www.ilo.org/about-ilo/procurement
242,ILO Procurement — Digital Transformation Search,ILO procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,ILO Procurement,https://www.ilo.org/about-ilo/procurement
243,ILO Procurement — Software Development Search,ILO procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,ILO Procurement,https://www.ilo.org/about-ilo/procurement
244,ILO Procurement — Enterprise Architecture Search,ILO procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,ILO Procurement,https://www.ilo.org/about-ilo/procurement
245,ILO Procurement — Data Governance Search,ILO procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,ILO Procurement,https://www.ilo.org/about-ilo/procurement
246,ILO Procurement — Digital Health Search,ILO procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,ILO Procurement,https://www.ilo.org/about-ilo/procurement
247,ILO Procurement — Health Information Systems Search,ILO procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,ILO Procurement,https://www.ilo.org/about-ilo/procurement
248,ILO Procurement — Cloud Migration Search,ILO procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,ILO Procurement,https://www.ilo.org/about-ilo/procurement
249,ILO Procurement — Cybersecurity Consulting Search,ILO procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,ILO Procurement,https://www.ilo.org/about-ilo/procurement
250,ILO Procurement — Ai Strategy Search,ILO procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,ILO Procurement,https://www.ilo.org/about-ilo/procurement
251,ILO Procurement — Erp Implementation Search,ILO procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,ILO Procurement,https://www.ilo.org/about-ilo/procurement
252,ILO Procurement — Systems Integration Search,ILO procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,ILO Procurement,https://www.ilo.org/about-ilo/procurement
253,ILO Procurement — Project Management Search,ILO procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,ILO Procurement,https://www.ilo.org/about-ilo/procurement
254,ILO Procurement — Technical Assistance Search,ILO procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,ILO Procurement,https://www.ilo.org/about-ilo/procurement
255,ILO Procurement — Business Process Reengineering Search,ILO procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,ILO Procurement,https://www.ilo.org/about-ilo/procurement
256,FAO Procurement — Ict Consulting Search,FAO procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,FAO Procurement,https://www.fao.org/unfao/procurement/general-information/en/
257,FAO Procurement — Digital Transformation Search,FAO procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,FAO Procurement,https://www.fao.org/unfao/procurement/general-information/en/
258,FAO Procurement — Software Development Search,FAO procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,FAO Procurement,https://www.fao.org/unfao/procurement/general-information/en/
259,FAO Procurement — Enterprise Architecture Search,FAO procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,FAO Procurement,https://www.fao.org/unfao/procurement/general-information/en/
260,FAO Procurement — Data Governance Search,FAO procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,FAO Procurement,https://www.fao.org/unfao/procurement/general-information/en/
261,FAO Procurement — Digital Health Search,FAO procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,FAO Procurement,https://www.fao.org/unfao/procurement/general-information/en/
262,FAO Procurement — Health Information Systems Search,FAO procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,FAO Procurement,https://www.fao.org/unfao/procurement/general-information/en/
263,FAO Procurement — Cloud Migration Search,FAO procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,FAO Procurement,https://www.fao.org/unfao/procurement/general-information/en/
264,FAO Procurement — Cybersecurity Consulting Search,FAO procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,FAO Procurement,https://www.fao.org/unfao/procurement/general-information/en/
265,FAO Procurement — Ai Strategy Search,FAO procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,FAO Procurement,https://www.fao.org/unfao/procurement/general-information/en/
266,FAO Procurement — Erp Implementation Search,FAO procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,FAO Procurement,https://www.fao.org/unfao/procurement/general-information/en/
267,FAO Procurement — Systems Integration Search,FAO procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,FAO Procurement,https://www.fao.org/unfao/procurement/general-information/en/
268,FAO Procurement — Project Management Search,FAO procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,FAO Procurement,https://www.fao.org/unfao/procurement/general-information/en/
269,FAO Procurement — Technical Assistance Search,FAO procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,FAO Procurement,https://www.fao.org/unfao/procurement/general-information/en/
270,FAO Procurement — Business Process Reengineering Search,FAO procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,FAO Procurement,https://www.fao.org/unfao/procurement/general-information/en/
271,GIZ Tenders — Ict Consulting Search,GIZ tenders,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,GIZ Tenders,https://ausschreibungen.giz.de/Satellite/company/welcome.do
272,GIZ Tenders — Digital Transformation Search,GIZ tenders,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,GIZ Tenders,https://ausschreibungen.giz.de/Satellite/company/welcome.do
273,GIZ Tenders — Software Development Search,GIZ tenders,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,GIZ Tenders,https://ausschreibungen.giz.de/Satellite/company/welcome.do
274,GIZ Tenders — Enterprise Architecture Search,GIZ tenders,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,GIZ Tenders,https://ausschreibungen.giz.de/Satellite/company/welcome.do
275,GIZ Tenders — Data Governance Search,GIZ tenders,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,GIZ Tenders,https://ausschreibungen.giz.de/Satellite/company/welcome.do
276,GIZ Tenders — Digital Health Search,GIZ tenders,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,GIZ Tenders,https://ausschreibungen.giz.de/Satellite/company/welcome.do
277,GIZ Tenders — Health Information Systems Search,GIZ tenders,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,GIZ Tenders,https://ausschreibungen.giz.de/Satellite/company/welcome.do
278,GIZ Tenders — Cloud Migration Search,GIZ tenders,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,GIZ Tenders,https://ausschreibungen.giz.de/Satellite/company/welcome.do
279,GIZ Tenders — Cybersecurity Consulting Search,GIZ tenders,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,GIZ Tenders,https://ausschreibungen.giz.de/Satellite/company/welcome.do
280,GIZ Tenders — Ai Strategy Search,GIZ tenders,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,GIZ Tenders,https://ausschreibungen.giz.de/Satellite/company/welcome.do
281,GIZ Tenders — Erp Implementation Search,GIZ tenders,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,GIZ Tenders,https://ausschreibungen.giz.de/Satellite/company/welcome.do
282,GIZ Tenders — Systems Integration Search,GIZ tenders,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,GIZ Tenders,https://ausschreibungen.giz.de/Satellite/company/welcome.do
283,GIZ Tenders — Project Management Search,GIZ tenders,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,GIZ Tenders,https://ausschreibungen.giz.de/Satellite/company/welcome.do
284,GIZ Tenders — Technical Assistance Search,GIZ tenders,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,GIZ Tenders,https://ausschreibungen.giz.de/Satellite/company/welcome.do
285,GIZ Tenders — Business Process Reengineering Search,GIZ tenders,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,GIZ Tenders,https://ausschreibungen.giz.de/Satellite/company/welcome.do
286,KfW Procurement — Ict Consulting Search,KfW procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,KfW Procurement,https://www.kfw-entwicklungsbank.de/International-financing/KfW-Development-Bank/Procurement/
287,KfW Procurement — Digital Transformation Search,KfW procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,KfW Procurement,https://www.kfw-entwicklungsbank.de/International-financing/KfW-Development-Bank/Procurement/
288,KfW Procurement — Software Development Search,KfW procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,KfW Procurement,https://www.kfw-entwicklungsbank.de/International-financing/KfW-Development-Bank/Procurement/
289,KfW Procurement — Enterprise Architecture Search,KfW procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,KfW Procurement,https://www.kfw-entwicklungsbank.de/International-financing/KfW-Development-Bank/Procurement/
290,KfW Procurement — Data Governance Search,KfW procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,KfW Procurement,https://www.kfw-entwicklungsbank.de/International-financing/KfW-Development-Bank/Procurement/
291,KfW Procurement — Digital Health Search,KfW procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,KfW Procurement,https://www.kfw-entwicklungsbank.de/International-financing/KfW-Development-Bank/Procurement/
292,KfW Procurement — Health Information Systems Search,KfW procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,KfW Procurement,https://www.kfw-entwicklungsbank.de/International-financing/KfW-Development-Bank/Procurement/
293,KfW Procurement — Cloud Migration Search,KfW procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,KfW Procurement,https://www.kfw-entwicklungsbank.de/International-financing/KfW-Development-Bank/Procurement/
294,KfW Procurement — Cybersecurity Consulting Search,KfW procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,KfW Procurement,https://www.kfw-entwicklungsbank.de/International-financing/KfW-Development-Bank/Procurement/
295,KfW Procurement — Ai Strategy Search,KfW procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,KfW Procurement,https://www.kfw-entwicklungsbank.de/International-financing/KfW-Development-Bank/Procurement/
296,KfW Procurement — Erp Implementation Search,KfW procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,KfW Procurement,https://www.kfw-entwicklungsbank.de/International-financing/KfW-Development-Bank/Procurement/
297,KfW Procurement — Systems Integration Search,KfW procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,KfW Procurement,https://www.kfw-entwicklungsbank.de/International-financing/KfW-Development-Bank/Procurement/
298,KfW Procurement — Project Management Search,KfW procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,KfW Procurement,https://www.kfw-entwicklungsbank.de/International-financing/KfW-Development-Bank/Procurement/
299,KfW Procurement — Technical Assistance Search,KfW procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,KfW Procurement,https://www.kfw-entwicklungsbank.de/International-financing/KfW-Development-Bank/Procurement/
300,KfW Procurement — Business Process Reengineering Search,KfW procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,KfW Procurement,https://www.kfw-entwicklungsbank.de/International-financing/KfW-Development-Bank/Procurement/
301,FCDO Procurement — Ict Consulting Search,UK development contracts,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,FCDO Procurement,https://www.contractsfinder.service.gov.uk/Search
302,FCDO Procurement — Digital Transformation Search,UK development contracts,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,FCDO Procurement,https://www.contractsfinder.service.gov.uk/Search
303,FCDO Procurement — Software Development Search,UK development contracts,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,FCDO Procurement,https://www.contractsfinder.service.gov.uk/Search
304,FCDO Procurement — Enterprise Architecture Search,UK development contracts,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,FCDO Procurement,https://www.contractsfinder.service.gov.uk/Search
305,FCDO Procurement — Data Governance Search,UK development contracts,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,FCDO Procurement,https://www.contractsfinder.service.gov.uk/Search
306,FCDO Procurement — Digital Health Search,UK development contracts,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,FCDO Procurement,https://www.contractsfinder.service.gov.uk/Search
307,FCDO Procurement — Health Information Systems Search,UK development contracts,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,FCDO Procurement,https://www.contractsfinder.service.gov.uk/Search
308,FCDO Procurement — Cloud Migration Search,UK development contracts,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,FCDO Procurement,https://www.contractsfinder.service.gov.uk/Search
309,FCDO Procurement — Cybersecurity Consulting Search,UK development contracts,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,FCDO Procurement,https://www.contractsfinder.service.gov.uk/Search
310,FCDO Procurement — Ai Strategy Search,UK development contracts,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,FCDO Procurement,https://www.contractsfinder.service.gov.uk/Search
311,FCDO Procurement — Erp Implementation Search,UK development contracts,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,FCDO Procurement,https://www.contractsfinder.service.gov.uk/Search
312,FCDO Procurement — Systems Integration Search,UK development contracts,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,FCDO Procurement,https://www.contractsfinder.service.gov.uk/Search
313,FCDO Procurement — Project Management Search,UK development contracts,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,FCDO Procurement,https://www.contractsfinder.service.gov.uk/Search
314,FCDO Procurement — Technical Assistance Search,UK development contracts,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,FCDO Procurement,https://www.contractsfinder.service.gov.uk/Search
315,FCDO Procurement — Business Process Reengineering Search,UK development contracts,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,FCDO Procurement,https://www.contractsfinder.service.gov.uk/Search
