id,title,subtitle,type,region,country,location,fit,status,posted,checked,notes,source,url
1,United Nations Secretariat,UN & Multilateral,UN & Multilateral,Global,"New York, USA",,High,Not Available,,2026-07-20,ICT Manager | Enterprise Architect | Digital Transformation | Programme Technology | Data & Analytics,,https://careers.un.org/
245,Digital Realty,Telecom & Digital Infrastructure,Telecom & Digital Infrastructure,Global,"Austin, USA",,High,Not Available,,2026-07-20,Enterprise Systems | Network/Cloud Architecture | IT Operations | Digital Platforms | Cybersecurity,,https://careers.digitalrealty.com/
246,American Tower,Telecom & Digital Infrastructure,Telecom & Digital Infrastructure,Global,"Boston, USA",,High,Not Available,,2026-07-20,Enterprise Systems | Network/Cloud Architecture | IT Operations | Digital Platforms | Cybersecurity,,https://careers.americantower.com/
247,IHS Towers,Telecom & Digital Infrastructure,Telecom & Digital Infrastructure,Africa,"London, UK",,High,Not Available,,2026-07-20,Enterprise Systems | Network/Cloud Architecture | IT Operations | Digital Platforms | Cybersecurity,,https://www.ihstowers.com/careers
248,Africa Data Centres,Telecom & Digital Infrastructure,Telecom & Digital Infrastructure,Africa,"Johannesburg, South Africa",,High,Not Available,,2026-07-20,Enterprise Systems | Network/Cloud Architecture | IT Operations | Digital Platforms | Cybersecurity,,https://www.africadatacentres.com/careers/
249,Rack Centre,Telecom & Digital Infrastructure,Telecom & Digital Infrastructure,Africa,"Lagos, Nigeria",,High,Not Available,,2026-07-20,Enterprise Systems | Network/Cloud Architecture | IT Operations | Digital Platforms | Cybersecurity,,https://www.rack-centre.com/careers/
250,G42,Telecom & Digital Infrastructure,Telecom & Digital Infrastructure,GCC & Middle East,"Abu Dhabi, UAE",,High,Not Available,,2026-07-20,Enterprise Systems | Network/Cloud Architecture | IT Operations | Digital Platforms | Cybersecurity,,https://www.g42.ai/careers
251,Bill & Melinda Gates Foundation,"Research, Foundations & Policy","Research, Foundations & Policy",Global,"Seattle, USA",,Medium,Not Available,,2026-07-20,Digital Strategy | Research Systems | Data Platforms | Technology Programme | Knowledge Systems,,https://www.gatesfoundation.org/about/careers
252,Rockefeller Foundation,"Research, Foundations & Policy","Research, Foundations & Policy",Global,"New York, USA",,Medium,Not Available,,2026-07-20,Digital Strategy | Research Systems | Data Platforms | Technology Programme | Knowledge Systems,,https://www.rockefellerfoundation.org/careers/
253,Wellcome Trust,"Research, Foundations & Policy","Research, Foundations & Policy",Global,"London, UK",,Medium,Not Available,,2026-07-20,Digital Strategy | Research Systems | Data Platforms | Technology Programme | Knowledge Systems,,https://wellcome.org/jobs
254,Mastercard Foundation,"Research, Foundations & Policy","Research, Foundations & Policy",Africa,"Toronto, Canada",,Medium,Not Available,,2026-07-20,Digital Strategy | Research Systems | Data Platforms | Technology Programme | Knowledge Systems,,https://mastercardfdn.org/careers/
255,Ford Foundation,"Research, Foundations & Policy","Research, Foundations & Policy",Global,"New York, USA",,Medium,Not Available,,2026-07-20,Digital Strategy | Research Systems | Data Platforms | Technology Programme | Knowledge Systems,,https://www.fordfoundation.org/about/careers/
256,MacArthur Foundation,"Research, Foundations & Policy","Research, Foundations & Policy",Global,"Chicago, USA",,Medium,Not Available,,2026-07-20,Digital Strategy | Research Systems | Data Platforms | Technology Programme | Knowledge Systems,,https://www.macfound.org/about/careers
257,Open Society Foundations,"Research, Foundations & Policy","Research, Foundations & Policy",Global,"New York, USA",,Medium,Not Available,,2026-07-20,Digital Strategy | Research Systems | Data Platforms | Technology Programme | Knowledge Systems,,https://www.opensocietyfoundations.org/employment
258,Aga Khan Foundation,"Research, Foundations & Policy","Research, Foundations & Policy",Global,"Geneva, Switzerland",,Medium,Not Available,,2026-07-20,Digital Strategy | Research Systems | Data Platforms | Technology Programme | Knowledge Systems,,https://www.akdn.org/careers
259,Omidyar Network,"Research, Foundations & Policy","Research, Foundations & Policy",Global,"Redwood City, USA",,Medium,Not Available,,2026-07-20,Digital Strategy | Research Systems | Data Platforms | Technology Programme | Knowledge Systems,,https://omidyar.com/careers/
260,Schmidt Futures,"Research, Foundations & Policy","Research, Foundations & Policy",Global,"New York, USA",,Medium,Not Available,,2026-07-20,Digital Strategy | Research Systems | Data Platforms | Technology Programme | Knowledge Systems,,https://www.schmidtfutures.com/careers/
261,CGIAR,"Research, Foundations & Policy","Research, Foundations & Policy",Global,"Montpellier, France",,Medium,Not Available,,2026-07-20,Digital Strategy | Research Systems | Data Platforms | Technology Programme | Knowledge Systems,,https://www.cgiar.org/careers/
262,International Livestock Research Institute,"Research, Foundations & Policy","Research, Foundations & Policy",Africa,"Nairobi, Kenya",,Medium,Not Available,,2026-07-20,Digital Strategy | Research Systems | Data Platforms | Technology Programme | Knowledge Systems,,https://www.ilri.org/jobs
263,ICARDA,"Research, Foundations & Policy","Research, Foundations & Policy",Global,"Beirut, Lebanon",,Medium,Not Available,,2026-07-20,Digital Strategy | Research Systems | Data Platforms | Technology Programme | Knowledge Systems,,https://www.icarda.org/about-us/work-us
264,AfricaRice,"Research, Foundations & Policy","Research, Foundations & Policy",Africa,"Abidjan, Côte d’Ivoire",,Medium,Not Available,,2026-07-20,Digital Strategy | Research Systems | Data Platforms | Technology Programme | Knowledge Systems,,https://www.africarice.org/jobs
265,KEMRI,"Research, Foundations & Policy","Research, Foundations & Policy",Africa,"Nairobi, Kenya",,Medium,Not Available,,2026-07-20,Digital Strategy | Research Systems | Data Platforms | Technology Programme | Knowledge Systems,,https://www.kemri.go.ke/careers/
266,African Population and Health Research Center,"Research, Foundations & Policy","Research, Foundations & Policy",Africa,"Nairobi, Kenya",,Medium,Not Available,,2026-07-20,Digital Strategy | Research Systems | Data Platforms | Technology Programme | Knowledge Systems,,https://aphrc.org/careers/
267,Ifakara Health Institute,"Research, Foundations & Policy","Research, Foundations & Policy",Africa,"Dar es Salaam, Tanzania",,Medium,Not Available,,2026-07-20,Digital Strategy | Research Systems | Data Platforms | Technology Programme | Knowledge Systems,,https://ihi.or.tz/careers/
268,RAND Corporation,"Research, Foundations & Policy","Research, Foundations & Policy",Global,"Santa Monica, USA",,Medium,Not Available,,2026-07-20,Digital Strategy | Research Systems | Data Platforms | Technology Programme | Knowledge Systems,,https://www.rand.org/jobs.html
269,Brookings Institution,"Research, Foundations & Policy","Research, Foundations & Policy",Global,"Washington, DC, USA",,Medium,Not Available,,2026-07-20,Digital Strategy | Research Systems | Data Platforms | Technology Programme | Knowledge Systems,,https://www.brookings.edu/careers/
270,ODI Global,"Research, Foundations & Policy","Research, Foundations & Policy",Global,"London, UK",,Medium,Not Available,,2026-07-20,Digital Strategy | Research Systems | Data Platforms | Technology Programme | Knowledge Systems,,https://odi.org/en/about/jobs/
271,Institute of Development Studies,"Research, Foundations & Policy","Research, Foundations & Policy",Global,"Brighton, UK",,Medium,Not Available,,2026-07-20,Digital Strategy | Research Systems | Data Platforms | Technology Programme | Knowledge Systems,,https://www.ids.ac.uk/about-us/jobs/
272,Carnegie Endowment for International Peace,"Research, Foundations & Policy","Research, Foundations & Policy",Global,"Washington, DC, USA",,Medium,Not Available,,2026-07-20,Digital Strategy | Research Systems | Data Platforms | Technology Programme | Knowledge Systems,,https://carnegieendowment.org/about/jobs
273,Center for Global Development,"Research, Foundations & Policy","Research, Foundations & Policy",Global,"Washington, DC, USA",,Medium,Not Available,,2026-07-20,Digital Strategy | Research Systems | Data Platforms | Technology Programme | Knowledge Systems,,https://www.cgdev.org/page/careers
274,World Resources Institute,"Research, Foundations & Policy","Research, Foundations & Policy",Global,"Washington, DC, USA",,Medium,Not Available,,2026-07-20,Digital Strategy | Research Systems | Data Platforms | Technology Programme | Knowledge Systems,,https://www.wri.org/careers
275,International Institute for Sustainable Development,"Research, Foundations & Policy","Research, Foundations & Policy",Global,"Winnipeg, Canada",,Medium,Not Available,,2026-07-20,Digital Strategy | Research Systems | Data Platforms | Technology Programme | Knowledge Systems,,https://www.iisd.org/about-iisd/employment
276,Smart Africa,Africa Digital & High-Growth,Africa Digital & High-Growth,Africa,"Kigali, Rwanda",,Medium,Not Available,,2026-07-20,Technology Leadership | Platform Architecture | Digital Products | Data | Systems Integration,,https://smartafrica.org/careers/
277,AfricaNenda,Africa Digital & High-Growth,Africa Digital & High-Growth,Africa,"Nairobi, Kenya",,Medium,Not Available,,2026-07-20,Technology Leadership | Platform Architecture | Digital Products | Data | Systems Integration,,https://www.africanenda.org/careers
278,Code for Africa,Africa Digital & High-Growth,Africa Digital & High-Growth,Africa,"Nairobi, Kenya",,Medium,Not Available,,2026-07-20,Technology Leadership | Platform Architecture | Digital Products | Data | Systems Integration,,https://codeforafrica.org/careers/
279,Andela,Africa Digital & High-Growth,Africa Digital & High-Growth,Africa,"New York, USA",,Medium,Not Available,,2026-07-20,Technology Leadership | Platform Architecture | Digital Products | Data | Systems Integration,,https://www.andela.com/careers
280,Flutterwave,Africa Digital & High-Growth,Africa Digital & High-Growth,Africa,"San Francisco, USA",,Medium,Not Available,,2026-07-20,Technology Leadership | Platform Architecture | Digital Products | Data | Systems Integration,,https://flutterwave.com/us/careers
281,Interswitch,Africa Digital & High-Growth,Africa Digital & High-Growth,Africa,"Lagos, Nigeria",,Medium,Not Available,,2026-07-20,Technology Leadership | Platform Architecture | Digital Products | Data | Systems Integration,,https://www.interswitchgroup.com/careers
282,Paystack,Africa Digital & High-Growth,Africa Digital & High-Growth,Africa,"Lagos, Nigeria",,Medium,Not Available,,2026-07-20,Technology Leadership | Platform Architecture | Digital Products | Data | Systems Integration,,https://paystack.com/careers
283,M-PESA Africa,Africa Digital & High-Growth,Africa Digital & High-Growth,Africa,"Nairobi, Kenya",,Medium,Not Available,,2026-07-20,Technology Leadership | Platform Architecture | Digital Products | Data | Systems Integration,,https://www.safaricom.co.ke/careers
284,Wave Mobile Money,Africa Digital & High-Growth,Africa Digital & High-Growth,Africa,"Dakar, Senegal",,Medium,Not Available,,2026-07-20,Technology Leadership | Platform Architecture | Digital Products | Data | Systems Integration,,https://www.wave.com/en/careers/
285,Tyme Group,Africa Digital & High-Growth,Africa Digital & High-Growth,Africa,Singapore,,Medium,Not Available,,2026-07-20,Technology Leadership | Platform Architecture | Digital Products | Data | Systems Integration,,https://www.tyme.com/careers
286,Jumia,Africa Digital & High-Growth,Africa Digital & High-Growth,Africa,"Berlin, Germany",,Medium,Not Available,,2026-07-20,Technology Leadership | Platform Architecture | Digital Products | Data | Systems Integration,,https://group.jumia.com/careers
287,Kobo360,Africa Digital & High-Growth,Africa Digital & High-Growth,Africa,"Lagos, Nigeria",,Medium,Not Available,,2026-07-20,Technology Leadership | Platform Architecture | Digital Products | Data | Systems Integration,,https://www.kobo360.com/careers
288,Yoco,Africa Digital & High-Growth,Africa Digital & High-Growth,Africa,"Cape Town, South Africa",,Medium,Not Available,,2026-07-20,Technology Leadership | Platform Architecture | Digital Products | Data | Systems Integration,,https://www.yoco.com/za/careers/
289,M-KOPA,Africa Digital & High-Growth,Africa Digital & High-Growth,Africa,"Nairobi, Kenya",,Medium,Not Available,,2026-07-20,Technology Leadership | Platform Architecture | Digital Products | Data | Systems Integration,,https://m-kopa.com/careers/
290,Cellulant,Africa Digital & High-Growth,Africa Digital & High-Growth,Africa,"Nairobi, Kenya",,Medium,Not Available,,2026-07-20,Technology Leadership | Platform Architecture | Digital Products | Data | Systems Integration,,https://www.cellulant.io/careers/
291,Moniepoint,Africa Digital & High-Growth,Africa Digital & High-Growth,Africa,"London, UK",,Medium,Not Available,,2026-07-20,Technology Leadership | Platform Architecture | Digital Products | Data | Systems Integration,,https://moniepoint.com/careers
292,OPay,Africa Digital & High-Growth,Africa Digital & High-Growth,Africa,"Cairo, Egypt",,Medium,Not Available,,2026-07-20,Technology Leadership | Platform Architecture | Digital Products | Data | Systems Integration,,https://www.opayweb.com/careers
293,Fawry,Africa Digital & High-Growth,Africa Digital & High-Growth,GCC & Middle East,"Cairo, Egypt",,Medium,Not Available,,2026-07-20,Technology Leadership | Platform Architecture | Digital Products | Data | Systems Integration,,https://www.fawry.com/careers/
294,Egyptian Banks Company,Africa Digital & High-Growth,Africa Digital & High-Growth,GCC & Middle East,"Cairo, Egypt",,Medium,Not Available,,2026-07-20,Technology Leadership | Platform Architecture | Digital Products | Data | Systems Integration,,https://www.egyptianbanks.com/careers
295,Raya Holding,Africa Digital & High-Growth,Africa Digital & High-Growth,GCC & Middle East,"Cairo, Egypt",,Medium,Not Available,,2026-07-20,Technology Leadership | Platform Architecture | Digital Products | Data | Systems Integration,,https://rayacorp.com/careers/
296,ITWorx,Africa Digital & High-Growth,Africa Digital & High-Growth,GCC & Middle East,"Cairo, Egypt",,Medium,Not Available,,2026-07-20,Technology Leadership | Platform Architecture | Digital Products | Data | Systems Integration,,https://www.itworx.com/careers/
297,Valeo Egypt,Africa Digital & High-Growth,Africa Digital & High-Growth,GCC & Middle East,"Cairo, Egypt",,Medium,Not Available,,2026-07-20,Technology Leadership | Platform Architecture | Digital Products | Data | Systems Integration,,https://valeo.wd3.myworkdayjobs.com/en-US/valeo_jobs
298,Sumerge,Africa Digital & High-Growth,Africa Digital & High-Growth,GCC & Middle East,"Cairo, Egypt",,Medium,Not Available,,2026-07-20,Technology Leadership | Platform Architecture | Digital Products | Data | Systems Integration,,https://www.sumerge.com/careers/
299,Incorta,Africa Digital & High-Growth,Africa Digital & High-Growth,GCC & Middle East,"San Mateo, USA",,Medium,Not Available,,2026-07-20,Technology Leadership | Platform Architecture | Digital Products | Data | Systems Integration,,https://www.incorta.com/company/careers
300,Vezeeta,Africa Digital & High-Growth,Africa Digital & High-Growth,GCC & Middle East,"Cairo, Egypt",,Medium,Not Available,,2026-07-20,Technology Leadership | Platform Architecture | Digital Products | Data | Systems Integration,,https://www.vezeeta.com/en/careers
